"year","state","election_date","start_date","end_date","sample_size","poll_date","pollster","poll_dem","poll_rep"
2020,"Arizona",2020-11-03,2020-10-27,2020-10-29,800,2020-10-28,"Rasmussen Reports/Pulse Opinion Research",45,49
2020,"Arizona",2020-11-03,2020-10-26,2020-10-29,889,2020-10-27,"Redfield & Wilton Strategies",50,46
2020,"Arizona",2020-11-03,2020-10-16,2020-10-29,3463,2020-10-22,"SurveyMonkey",53,45
2020,"Arizona",2020-11-03,2020-10-16,2020-10-29,3463,2020-10-22,"SurveyMonkey",52,46
2020,"Arizona",2020-11-03,2020-10-26,2020-10-28,704,2020-10-27,"Gravis Marketing",48,44
2020,"Arizona",2020-11-03,2020-10-25,2020-10-28,1002,2020-10-26,"Trafalgar Group",46.4,48.9
2020,"Arizona",2020-11-03,2020-10-21,2020-10-27,714,2020-10-24,"Ipsos",48,46
2020,"Arizona",2020-11-03,2020-10-21,2020-10-27,714,2020-10-24,"Ipsos",47,47
2020,"Arizona",2020-11-03,2020-10-23,2020-10-26,304,2020-10-24,"Swayable",52.4,43.8
2020,"Arizona",2020-11-03,2020-10-22,2020-10-25,716,2020-10-23,"OH Predictive Insights",49,46
2020,"Arizona",2020-11-03,2020-10-22,2020-10-25,1007,2020-10-23,"The Justice Collaborative Institute",49,43
2020,"Arizona",2020-11-03,2020-10-17,2020-10-25,725,2020-10-21,"Univision/University of Arizona/Latino Decisions/North Star Opinion Research",50,45
2020,"Arizona",2020-11-03,2020-10-21,2020-10-24,729,2020-10-22,"Patinkin Research Strategies",52,45
2020,"Arizona",2020-11-03,2020-10-15,2020-10-24,700,2020-10-19,"Y2 Analytics",50,47
2020,"Arizona",2020-11-03,2020-10-19,2020-10-22,500,2020-10-20,"Susquehanna Polling & Research Inc.",46.2,46.6
2020,"Arizona",2020-11-03,2020-10-14,2020-10-21,658,2020-10-17,"Ipsos",49,46
2020,"Arizona",2020-11-03,2020-10-14,2020-10-21,658,2020-10-17,"Ipsos",50,46
2020,"Arizona",2020-11-03,2020-10-11,2020-10-20,1066,2020-10-15,"Morning Consult",47,48
2020,"Arizona",2020-11-03,2020-10-18,2020-10-19,800,2020-10-18,"Rasmussen Reports/Pulse Opinion Research",48,46
2020,"Arizona",2020-11-03,2020-10-16,2020-10-19,232,2020-10-17,"Change Research",51,45
2020,"Arizona",2020-11-03,2020-10-14,2020-10-19,800,2020-10-16,"RMG Research",47,46
2020,"Arizona",2020-11-03,2020-10-16,2020-10-18,550,2020-10-17,"Data Orbital",47.1,41.9
2020,"Arizona",2020-11-03,2020-10-13,2020-10-16,1074,2020-10-14,"YouGov",50,47
2020,"Arizona",2020-11-03,2020-10-07,2020-10-14,667,2020-10-10,"Ipsos",50,46
2020,"Arizona",2020-11-03,2020-10-07,2020-10-14,667,2020-10-10,"Ipsos",49,47
2020,"Arizona",2020-11-03,2020-10-10,2020-10-13,750,2020-10-11,"Redfield & Wilton Strategies",48,45
2020,"Arizona",2020-11-03,2020-10-09,2020-10-13,502,2020-10-11,"Monmouth University",50,44
2020,"Arizona",2020-11-03,2020-10-09,2020-10-13,502,2020-10-11,"Monmouth University",51,44
2020,"Arizona",2020-11-03,2020-10-09,2020-10-13,502,2020-10-11,"Monmouth University",49,47
2020,"Arizona",2020-11-03,2020-10-09,2020-10-10,720,2020-10-09,"Redfield & Wilton Strategies",48,46
2020,"Arizona",2020-11-03,2020-10-06,2020-10-08,1087,2020-10-07,"Trafalgar Group",43.8,47.8
2020,"Arizona",2020-11-03,2020-10-04,2020-10-08,608,2020-10-06,"OH Predictive Insights",49,45
2020,"Arizona",2020-11-03,2020-10-04,2020-10-08,608,2020-10-06,"OH Predictive Insights",50,47
2020,"Arizona",2020-11-03,2020-10-04,2020-10-07,727,2020-10-05,"Redfield & Wilton Strategies",49,43
2020,"Arkansas",2020-11-03,2020-10-20,2020-11-01,1161,2020-10-26,"SurveyMonkey",41,58
2020,"Arkansas",2020-11-03,2020-10-20,2020-11-01,1161,2020-10-26,"SurveyMonkey",38,61
2020,"Arkansas",2020-11-03,2020-10-18,2020-10-31,1253,2020-10-24,"SurveyMonkey",41,57
2020,"Arkansas",2020-11-03,2020-10-18,2020-10-31,1253,2020-10-24,"SurveyMonkey",39,60
2020,"Arkansas",2020-11-03,2020-10-17,2020-10-30,1246,2020-10-23,"SurveyMonkey",41,58
2020,"Arkansas",2020-11-03,2020-10-17,2020-10-30,1246,2020-10-23,"SurveyMonkey",38,60
2020,"Arkansas",2020-11-03,2020-10-16,2020-10-29,1288,2020-10-22,"SurveyMonkey",41,57
2020,"Arkansas",2020-11-03,2020-10-16,2020-10-29,1288,2020-10-22,"SurveyMonkey",39,60
2020,"Arkansas",2020-11-03,2020-10-09,2020-10-21,591,2020-10-15,"University of Arkansas",32,65
2020,"Arkansas",2020-11-03,2020-10-11,2020-10-13,647,2020-10-12,"Hendrix College",33.5,58
2020,"California",2020-11-03,2020-10-28,2020-11-01,800,2020-10-30,"David Binder Research",62,31
2020,"California",2020-11-03,2020-10-20,2020-11-01,10925,2020-10-26,"SurveyMonkey",62,36
2020,"California",2020-11-03,2020-10-20,2020-11-01,10925,2020-10-26,"SurveyMonkey",62,36
2020,"California",2020-11-03,2020-10-18,2020-10-31,11324,2020-10-24,"SurveyMonkey",62,36
2020,"California",2020-11-03,2020-10-18,2020-10-31,11324,2020-10-24,"SurveyMonkey",62,36
2020,"California",2020-11-03,2020-10-17,2020-10-30,10929,2020-10-23,"SurveyMonkey",62,36
2020,"California",2020-11-03,2020-10-17,2020-10-30,10929,2020-10-23,"SurveyMonkey",62,36
2020,"California",2020-11-03,2020-10-16,2020-10-29,11171,2020-10-22,"SurveyMonkey",62,36
2020,"California",2020-11-03,2020-10-16,2020-10-29,11171,2020-10-22,"SurveyMonkey",62,36
2020,"California",2020-11-03,2020-10-23,2020-10-26,635,2020-10-24,"Swayable",62,35.3
2020,"California",2020-11-03,2020-10-16,2020-10-21,5352,2020-10-18,"University of California, Berkeley",65,29
2020,"California",2020-11-03,2020-10-09,2020-10-18,1185,2020-10-13,"Public Policy Institute of California",58,32
2020,"Colorado",2020-11-03,2020-10-29,2020-11-01,502,2020-10-30,"Keating Research/OnSight Public Affairs/Melanson",53,41
2020,"Colorado",2020-11-03,2020-10-27,2020-11-01,709,2020-10-29,"Data for Progress",54,42
2020,"Colorado",2020-11-03,2020-10-23,2020-11-01,455,2020-10-27,"Swayable",55.4,40.7
2020,"Colorado",2020-11-03,2020-10-20,2020-11-01,2677,2020-10-26,"SurveyMonkey",57,41
2020,"Colorado",2020-11-03,2020-10-20,2020-11-01,2677,2020-10-26,"SurveyMonkey",55,43
2020,"Colorado",2020-11-03,2020-10-22,2020-10-31,727,2020-10-26,"Morning Consult",53.8,40.9
2020,"Colorado",2020-11-03,2020-10-18,2020-10-31,2888,2020-10-24,"SurveyMonkey",57,41
2020,"Colorado",2020-11-03,2020-10-18,2020-10-31,2888,2020-10-24,"SurveyMonkey",55,43
2020,"Colorado",2020-11-03,2020-10-17,2020-10-30,2896,2020-10-23,"SurveyMonkey",57,41
2020,"Colorado",2020-11-03,2020-10-17,2020-10-30,2896,2020-10-23,"SurveyMonkey",56,43
2020,"Colorado",2020-11-03,2020-10-15,2020-10-29,2974,2020-10-22,"SurveyMonkey",57,41
2020,"Colorado",2020-11-03,2020-10-15,2020-10-29,2974,2020-10-22,"SurveyMonkey",55,43
2020,"Colorado",2020-11-03,2020-10-11,2020-10-20,788,2020-10-15,"Morning Consult",55,39
2020,"Colorado",2020-11-03,2020-10-12,2020-10-16,502,2020-10-14,"RBI Strategies & Research",55,38
2020,"Colorado",2020-11-03,2020-10-09,2020-10-15,800,2020-10-12,"RMG Research",51,43
2020,"Colorado",2020-11-03,2020-10-11,2020-10-14,1013,2020-10-12,"Civiqs",54,42
2020,"Colorado",2020-11-03,2020-10-08,2020-10-13,519,2020-10-10,"Keating Research/OnSight Public Affairs/Melanson",54,39
2020,"Colorado",2020-11-03,2020-10-05,2020-10-09,800,2020-10-07,"YouGov",47,38
2020,"Connecticut",2020-11-03,2020-10-23,2020-11-01,367,2020-10-27,"Swayable",64.1,33.7
2020,"Connecticut",2020-11-03,2020-10-20,2020-11-01,1867,2020-10-26,"SurveyMonkey",61,37
2020,"Connecticut",2020-11-03,2020-10-20,2020-11-01,1867,2020-10-26,"SurveyMonkey",60,38
2020,"Connecticut",2020-11-03,2020-10-18,2020-10-31,1928,2020-10-24,"SurveyMonkey",61,37
2020,"Connecticut",2020-11-03,2020-10-18,2020-10-31,1928,2020-10-24,"SurveyMonkey",61,38
2020,"Connecticut",2020-11-03,2020-10-17,2020-10-30,1907,2020-10-23,"SurveyMonkey",62,37
2020,"Connecticut",2020-11-03,2020-10-17,2020-10-30,1907,2020-10-23,"SurveyMonkey",61,38
2020,"Connecticut",2020-11-03,2020-10-16,2020-10-29,1971,2020-10-22,"SurveyMonkey",61,37
2020,"Connecticut",2020-11-03,2020-10-16,2020-10-29,1971,2020-10-22,"SurveyMonkey",60,39
2020,"Connecticut",2020-11-03,2020-10-08,2020-10-21,1000,2020-10-14,"Sacred Heart University",51.4,26.4
2020,"Delaware",2020-11-03,2020-10-20,2020-11-01,588,2020-10-26,"SurveyMonkey",62,37
2020,"Delaware",2020-11-03,2020-10-20,2020-11-01,588,2020-10-26,"SurveyMonkey",61,38
2020,"Delaware",2020-11-03,2020-10-18,2020-10-31,664,2020-10-24,"SurveyMonkey",61,38
2020,"Delaware",2020-11-03,2020-10-18,2020-10-31,664,2020-10-24,"SurveyMonkey",60,39
2020,"Delaware",2020-11-03,2020-10-17,2020-10-30,668,2020-10-23,"SurveyMonkey",61,37
2020,"Delaware",2020-11-03,2020-10-17,2020-10-30,668,2020-10-23,"SurveyMonkey",60,39
2020,"Delaware",2020-11-03,2020-10-16,2020-10-29,696,2020-10-22,"SurveyMonkey",62,37
2020,"Delaware",2020-11-03,2020-10-16,2020-10-29,696,2020-10-22,"SurveyMonkey",60,39
2020,"District of Columbia",2020-11-03,2020-10-20,2020-11-01,457,2020-10-26,"SurveyMonkey",92,6
2020,"District of Columbia",2020-11-03,2020-10-20,2020-11-01,457,2020-10-26,"SurveyMonkey",94,5
2020,"District of Columbia",2020-11-03,2020-10-18,2020-10-30,483,2020-10-24,"SurveyMonkey",91,7
2020,"District of Columbia",2020-11-03,2020-10-18,2020-10-30,483,2020-10-24,"SurveyMonkey",93,6
2020,"District of Columbia",2020-11-03,2020-10-17,2020-10-30,501,2020-10-23,"SurveyMonkey",91,7
2020,"District of Columbia",2020-11-03,2020-10-17,2020-10-30,501,2020-10-23,"SurveyMonkey",93,6
2020,"District of Columbia",2020-11-03,2020-10-16,2020-10-29,490,2020-10-22,"SurveyMonkey",91,7
2020,"District of Columbia",2020-11-03,2020-10-16,2020-10-29,490,2020-10-22,"SurveyMonkey",93,6
2020,"Florida",2020-11-03,2020-11-01,2020-11-02,400,2020-11-01,"Opinion Savvy/InsiderAdvantage",47,48.2
2020,"Florida",2020-11-03,2020-10-27,2020-11-02,1261,2020-10-30,"Swayable",53,45.5
2020,"Florida",2020-11-03,2020-10-30,2020-11-01,517,2020-10-31,"AYTM",45,43
2020,"Florida",2020-11-03,2020-10-29,2020-11-01,400,2020-10-30,"Susquehanna Polling & Research Inc.",46,47
2020,"Florida",2020-11-03,2020-10-29,2020-11-01,806,2020-10-30,"Change Research",51,48
2020,"Florida",2020-11-03,2020-10-28,2020-11-01,1657,2020-10-30,"Quinnipiac University",47,42
2020,"Florida",2020-11-03,2020-10-27,2020-11-01,670,2020-10-29,"Ipsos",51,47
2020,"Florida",2020-11-03,2020-10-27,2020-11-01,670,2020-10-29,"Ipsos",50,46
2020,"Florida",2020-11-03,2020-10-27,2020-11-01,1202,2020-10-29,"Data for Progress",51,48
2020,"Florida",2020-11-03,2020-10-20,2020-11-01,7796,2020-10-26,"SurveyMonkey",50,48
2020,"Florida",2020-11-03,2020-10-20,2020-11-01,7796,2020-10-26,"SurveyMonkey",48,50
2020,"Florida",2020-11-03,2020-10-30,2020-10-31,768,2020-10-30,"Frederick Polls",51,49
2020,"Florida",2020-11-03,2020-10-29,2020-10-31,800,2020-10-30,"Rasmussen Reports/Pulse Opinion Research",48,47
2020,"Florida",2020-11-03,2020-10-27,2020-10-31,1451,2020-10-29,"Siena College/The New York Times Upshot",47,44
2020,"Florida",2020-11-03,2020-10-22,2020-10-31,4451,2020-10-26,"Morning Consult",51.5,45.4
2020,"Florida",2020-11-03,2020-10-18,2020-10-31,7807,2020-10-24,"SurveyMonkey",50,48
2020,"Florida",2020-11-03,2020-10-18,2020-10-31,7807,2020-10-24,"SurveyMonkey",48,50
2020,"Florida",2020-11-03,2020-10-29,2020-10-30,2758,2020-10-29,"St. Pete Polls",49.2,48.1
2020,"Florida",2020-11-03,2020-10-29,2020-10-30,849,2020-10-29,"Emerson College",51.9,46.1
2020,"Florida",2020-11-03,2020-10-28,2020-10-30,1200,2020-10-29,"RMG Research",51,47
2020,"Florida",2020-11-03,2020-10-25,2020-10-30,1027,2020-10-27,"Targoz Market Research",50.8,47.1
2020,"Florida",2020-11-03,2020-10-17,2020-10-30,7604,2020-10-23,"SurveyMonkey",49,48
2020,"Florida",2020-11-03,2020-10-17,2020-10-30,7604,2020-10-23,"SurveyMonkey",48,50
2020,"Florida",2020-11-03,2020-10-28,2020-10-29,941,2020-10-28,"Public Policy Polling",52,45
2020,"Florida",2020-11-03,2020-10-28,2020-10-29,786,2020-10-28,"AtlasIntel",48.6,48.5
2020,"Florida",2020-11-03,2020-10-26,2020-10-29,1148,2020-10-27,"Harris Insights & Analytics",50,47
2020,"Florida",2020-11-03,2020-10-24,2020-10-29,915,2020-10-26,"ABC News/The Washington Post",47,49
2020,"Florida",2020-11-03,2020-10-24,2020-10-29,824,2020-10-26,"ABC News/The Washington Post",48,50
2020,"Florida",2020-11-03,2020-10-15,2020-10-29,7726,2020-10-22,"SurveyMonkey",49,48
2020,"Florida",2020-11-03,2020-10-15,2020-10-29,7726,2020-10-22,"SurveyMonkey",48,50
2020,"Florida",2020-11-03,2020-10-27,2020-10-28,1587,2020-10-27,"Redfield & Wilton Strategies",50,46
2020,"Florida",2020-11-03,2020-10-25,2020-10-28,1088,2020-10-26,"Trafalgar Group",46.9,49.6
2020,"Florida",2020-11-03,2020-10-24,2020-10-28,509,2020-10-26,"Monmouth University",50,45
2020,"Florida",2020-11-03,2020-10-24,2020-10-28,509,2020-10-26,"Monmouth University",51,45
2020,"Florida",2020-11-03,2020-10-24,2020-10-28,509,2020-10-26,"Monmouth University",50,46
2020,"Florida",2020-11-03,2020-10-25,2020-10-27,743,2020-10-26,"Marist College",51,47
2020,"Florida",2020-11-03,2020-10-25,2020-10-27,1001,2020-10-26,"Marist College",51,46
2020,"Florida",2020-11-03,2020-10-23,2020-10-27,1324,2020-10-25,"Quinnipiac University",45,42
2020,"Florida",2020-11-03,2020-10-21,2020-10-27,704,2020-10-24,"Ipsos",49,47
2020,"Florida",2020-11-03,2020-10-21,2020-10-27,704,2020-10-24,"Ipsos",48,47
2020,"Florida",2020-11-03,2020-10-23,2020-10-26,605,2020-10-24,"Swayable",46.4,50.6
2020,"Florida",2020-11-03,2020-10-16,2020-10-26,1200,2020-10-21,"YouGov",48,46
2020,"Florida",2020-11-03,2020-10-24,2020-10-25,937,2020-10-24,"Florida Atlantic University",50.16,48.13
2020,"Florida",2020-11-03,2020-10-24,2020-10-25,1000,2020-10-24,"Wick",47.2,50.1
2020,"Florida",2020-11-03,2020-10-23,2020-10-25,400,2020-10-24,"Susquehanna Polling & Research Inc.",44,48.5
2020,"Florida",2020-11-03,2020-10-17,2020-10-25,743,2020-10-21,"Univision/Latino Decisions/North Star Opinion Research",49,46
2020,"Florida",2020-11-03,2020-10-20,2020-10-23,1228,2020-10-21,"YouGov",50,48
2020,"Florida",2020-11-03,2020-10-21,2020-10-22,2527,2020-10-21,"St. Pete Polls",48.9,47.4
2020,"Florida",2020-11-03,2020-10-20,2020-10-22,800,2020-10-21,"RMG Research",50,48
2020,"Florida",2020-11-03,2020-10-20,2020-10-21,800,2020-10-20,"Rasmussen Reports/Pulse Opinion Research",46,50
2020,"Florida",2020-11-03,2020-10-17,2020-10-20,863,2020-10-18,"Civiqs",51,47
2020,"Florida",2020-11-03,2020-10-17,2020-10-20,1000,2020-10-18,"Citizen Data",49.63,44.74
2020,"Florida",2020-11-03,2020-10-15,2020-10-20,847,2020-10-17,"SSRS",50,46
2020,"Florida",2020-11-03,2020-10-15,2020-10-20,906,2020-10-17,"SSRS",48,46
2020,"Florida",2020-11-03,2020-10-14,2020-10-20,662,2020-10-17,"Ipsos",50,46
2020,"Florida",2020-11-03,2020-10-14,2020-10-20,662,2020-10-17,"Ipsos",51,46
2020,"Florida",2020-11-03,2020-10-11,2020-10-20,4685,2020-10-15,"Morning Consult",52,45
2020,"Florida",2020-11-03,2020-10-16,2020-10-19,547,2020-10-17,"Change Research",50,45
2020,"Florida",2020-11-03,2020-10-12,2020-10-16,863,2020-10-14,"University of North Florida",48,47
2020,"Florida",2020-11-03,2020-10-12,2020-10-15,965,2020-10-13,"Harris Insights & Analytics",48,48
2020,"Florida",2020-11-03,2020-10-07,2020-10-14,653,2020-10-10,"Ipsos",49,47
2020,"Florida",2020-11-03,2020-10-07,2020-10-14,653,2020-10-10,"Ipsos",50,47
2020,"Florida",2020-11-03,2020-10-11,2020-10-13,1051,2020-10-12,"Trafalgar Group",46.1,48.4
2020,"Florida",2020-11-03,2020-10-10,2020-10-13,1519,2020-10-11,"Redfield & Wilton Strategies",50,44
2020,"Florida",2020-11-03,2020-10-11,2020-10-12,2215,2020-10-11,"St. Pete Polls",49.2,47.2
2020,"Florida",2020-11-03,2020-10-10,2020-10-12,690,2020-10-11,"Emerson College",50.6,48.4
2020,"Florida",2020-11-03,2020-10-08,2020-10-12,625,2020-10-10,"Mason-Dixon Polling & Strategy",48,45
2020,"Florida",2020-11-03,2020-10-07,2020-10-12,550,2020-10-09,"Clearview Research",47,40
2020,"Florida",2020-11-03,2020-10-09,2020-10-10,644,2020-10-09,"Florida Atlantic University",51.2,47
2020,"Florida",2020-11-03,2020-10-09,2020-10-10,981,2020-10-09,"Redfield & Wilton Strategies",52,43
2020,"Florida",2020-11-03,2020-10-04,2020-10-08,800,2020-10-06,"RMG Research",48,46
2020,"Florida",2020-11-03,2020-10-06,2020-10-07,400,2020-10-06,"Opinion Savvy/InsiderAdvantage",43,46
2020,"Florida",2020-11-03,2020-10-04,2020-10-06,998,2020-10-05,"Redfield & Wilton Strategies",49,44
2020,"Georgia",2020-11-03,2020-11-01,2020-11-01,500,2020-11-01,"Opinion Savvy/InsiderAdvantage",46.1,48.1
2020,"Georgia",2020-11-03,2020-11-01,2020-11-01,500,2020-11-01,"Landmark Communications",46,50.1
2020,"Georgia",2020-11-03,2020-10-30,2020-11-01,380,2020-10-31,"AYTM",52,48
2020,"Georgia",2020-11-03,2020-10-27,2020-11-01,1036,2020-10-29,"Data for Progress",50,48
2020,"Georgia",2020-11-03,2020-10-27,2020-11-01,438,2020-10-29,"Swayable",53.6,44.3
2020,"Georgia",2020-11-03,2020-10-19,2020-11-01,3535,2020-10-25,"SurveyMonkey",52,45
2020,"Georgia",2020-11-03,2020-10-19,2020-11-01,3535,2020-10-25,"SurveyMonkey",50,49
2020,"Georgia",2020-11-03,2020-10-30,2020-10-31,679,2020-10-30,"AtlasIntel",46.1,48.3
2020,"Georgia",2020-11-03,2020-10-29,2020-10-31,749,2020-10-30,"Emerson College",48.8,49.4
2020,"Georgia",2020-11-03,2020-10-22,2020-10-31,1743,2020-10-26,"Morning Consult",48.8,46.4
2020,"Georgia",2020-11-03,2020-10-18,2020-10-31,3748,2020-10-24,"SurveyMonkey",53,45
2020,"Georgia",2020-11-03,2020-10-18,2020-10-31,3748,2020-10-24,"SurveyMonkey",50,48
2020,"Georgia",2020-11-03,2020-10-16,2020-10-30,3736,2020-10-23,"SurveyMonkey",52,45
2020,"Georgia",2020-11-03,2020-10-16,2020-10-30,3736,2020-10-23,"SurveyMonkey",50,48
2020,"Georgia",2020-11-03,2020-10-16,2020-10-29,3755,2020-10-22,"SurveyMonkey",52,45
2020,"Georgia",2020-11-03,2020-10-16,2020-10-29,3755,2020-10-22,"SurveyMonkey",50,48
2020,"Georgia",2020-11-03,2020-10-28,2020-10-28,750,2020-10-28,"Landmark Communications",47,48
2020,"Georgia",2020-11-03,2020-10-27,2020-10-28,661,2020-10-27,"Public Policy Polling",48,46
2020,"Georgia",2020-11-03,2020-10-23,2020-10-27,504,2020-10-25,"Monmouth University",50,45
2020,"Georgia",2020-11-03,2020-10-23,2020-10-27,504,2020-10-25,"Monmouth University",50,46
2020,"Georgia",2020-11-03,2020-10-23,2020-10-27,504,2020-10-25,"Monmouth University",50,48
2020,"Georgia",2020-11-03,2020-10-23,2020-10-26,1041,2020-10-24,"Civiqs",51,46
2020,"Georgia",2020-11-03,2020-10-23,2020-10-26,373,2020-10-24,"Swayable",50.5,48.1
2020,"Georgia",2020-11-03,2020-10-24,2020-10-25,1000,2020-10-24,"Wick",46.9,49.4
2020,"Georgia",2020-11-03,2020-10-20,2020-10-23,1090,2020-10-21,"YouGov",49,49
2020,"Georgia",2020-11-03,2020-10-14,2020-10-23,1145,2020-10-18,"University of Georgia",46.5,46.2
2020,"Georgia",2020-11-03,2020-10-21,2020-10-21,500,2020-10-21,"Landmark Communications",45,49
2020,"Georgia",2020-11-03,2020-10-17,2020-10-20,1000,2020-10-18,"Citizen Data",48.15,43.74
2020,"Georgia",2020-11-03,2020-10-11,2020-10-20,1672,2020-10-15,"Morning Consult",48,48
2020,"Georgia",2020-11-03,2020-10-17,2020-10-19,506,2020-10-18,"Emerson College",47,48.4
2020,"Georgia",2020-11-03,2020-10-13,2020-10-19,759,2020-10-16,"Siena College/The New York Times Upshot",45,45
2020,"Georgia",2020-11-03,2020-10-12,2020-10-15,800,2020-10-13,"National Research Inc.",49,45
2020,"Georgia",2020-11-03,2020-10-11,2020-10-14,600,2020-10-12,"Garin-Hart-Yang Research Group",51,44
2020,"Georgia",2020-11-03,2020-10-08,2020-10-12,677,2020-10-10,"SurveyUSA",48,46
2020,"Georgia",2020-11-03,2020-10-08,2020-10-12,1040,2020-10-10,"Quinnipiac University",51,44
2020,"Georgia",2020-11-03,2020-10-08,2020-10-11,782,2020-10-09,"Data for Progress",46,46
2020,"Georgia",2020-11-03,2020-10-08,2020-10-09,528,2020-10-08,"Public Policy Polling",47,46
2020,"Georgia",2020-11-03,2020-10-07,2020-10-07,600,2020-10-07,"Landmark Communications",46.8,48.6
2020,"Hawaii",2020-11-03,2020-10-20,2020-11-01,619,2020-10-26,"SurveyMonkey",65,31
2020,"Hawaii",2020-11-03,2020-10-20,2020-11-01,619,2020-10-26,"SurveyMonkey",66,31
2020,"Hawaii",2020-11-03,2020-10-18,2020-10-31,631,2020-10-24,"SurveyMonkey",64,32
