"year","state","election_date","start_date","end_date","sample_size","poll_date","pollster","poll_dem","poll_rep"
2020,"Alaska",2020-11-03,2020-10-20,2020-11-01,537,2020-10-26,"SurveyMonkey",46,53
2020,"Alaska",2020-11-03,2020-10-18,2020-10-31,614,2020-10-24,"SurveyMonkey",45,54
2020,"Alaska",2020-11-03,2020-10-18,2020-10-31,614,2020-10-24,"SurveyMonkey",45,54
2020,"Alaska",2020-11-03,2020-10-17,2020-10-30,638,2020-10-23,"SurveyMonkey",45,53
2020,"Alaska",2020-11-03,2020-10-17,2020-10-30,638,2020-10-23,"SurveyMonkey",45,53
2020,"Alaska",2020-11-03,2020-10-16,2020-10-29,663,2020-10-22,"SurveyMonkey",43,54
2020,"Alaska",2020-11-03,2020-10-16,2020-10-29,663,2020-10-22,"SurveyMonkey",43,55
2020,"Alaska",2020-11-03,2020-10-26,2020-10-28,770,2020-10-27,"Gravis Marketing",43,52
2020,"Alaska",2020-11-03,2020-10-01,2020-10-28,1147,2020-10-14,"SurveyMonkey",44,53
2020,"Alaska",2020-11-03,2020-10-01,2020-10-28,1147,2020-10-14,"SurveyMonkey",44,54
2020,"Alaska",2020-11-03,2020-09-30,2020-10-27,1131,2020-10-13,"SurveyMonkey",44,53
2020,"Alaska",2020-11-03,2020-09-30,2020-10-27,1131,2020-10-13,"SurveyMonkey",44,54
2020,"Alaska",2020-11-03,2020-09-28,2020-10-25,1120,2020-10-11,"SurveyMonkey",44,53
2020,"Alaska",2020-11-03,2020-09-28,2020-10-25,1120,2020-10-11,"SurveyMonkey",44,54
2020,"Alaska",2020-11-03,2020-09-27,2020-10-24,1083,2020-10-10,"SurveyMonkey",45,52
2020,"Alaska",2020-11-03,2020-09-27,2020-10-24,1083,2020-10-10,"SurveyMonkey",45,53
2020,"Alaska",2020-11-03,2020-09-25,2020-10-23,1049,2020-10-09,"SurveyMonkey",45,52
2020,"Alaska",2020-11-03,2020-09-25,2020-10-23,1049,2020-10-09,"SurveyMonkey",45,53
2020,"Alaska",2020-11-03,2020-09-25,2020-10-22,989,2020-10-08,"SurveyMonkey",44,52
2020,"Alaska",2020-11-03,2020-09-25,2020-10-22,989,2020-10-08,"SurveyMonkey",44,53
2020,"Alaska",2020-11-03,2020-09-23,2020-10-21,998,2020-10-07,"SurveyMonkey",44,52
2020,"Alaska",2020-11-03,2020-09-23,2020-10-21,998,2020-10-07,"SurveyMonkey",44,53
2020,"Alaska",2020-11-03,2020-10-19,2020-10-20,800,2020-10-19,"Public Policy Polling",45,50
2020,"Alaska",2020-11-03,2020-09-23,2020-10-20,996,2020-10-06,"SurveyMonkey",45,52
2020,"Alaska",2020-11-03,2020-09-23,2020-10-20,996,2020-10-06,"SurveyMonkey",45,53
2020,"Alaska",2020-11-03,2020-09-22,2020-10-19,1001,2020-10-05,"SurveyMonkey",46,51
2020,"Alaska",2020-11-03,2020-09-22,2020-10-19,1001,2020-10-05,"SurveyMonkey",45,52
2020,"Alaska",2020-11-03,2020-09-20,2020-10-18,977,2020-10-04,"SurveyMonkey",45,52
2020,"Alaska",2020-11-03,2020-09-20,2020-10-18,977,2020-10-04,"SurveyMonkey",44,53
2020,"Alaska",2020-11-03,2020-09-20,2020-10-17,941,2020-10-03,"SurveyMonkey",45,52
2020,"Alaska",2020-11-03,2020-09-20,2020-10-17,941,2020-10-03,"SurveyMonkey",45,53
2020,"Alaska",2020-11-03,2020-09-19,2020-10-16,898,2020-10-02,"SurveyMonkey",44,52
2020,"Alaska",2020-11-03,2020-09-19,2020-10-16,898,2020-10-02,"SurveyMonkey",44,53
2020,"Alaska",2020-11-03,2020-09-17,2020-10-15,835,2020-10-01,"SurveyMonkey",45,52
2020,"Alaska",2020-11-03,2020-09-17,2020-10-15,835,2020-10-01,"SurveyMonkey",45,53
2020,"Alaska",2020-11-03,2020-10-09,2020-10-14,423,2020-10-11,"Siena College/The New York Times Upshot",39,45
2020,"Alaska",2020-11-03,2020-09-16,2020-10-14,796,2020-09-30,"SurveyMonkey",44,53
2020,"Alaska",2020-11-03,2020-09-16,2020-10-14,796,2020-09-30,"SurveyMonkey",44,54
2020,"Alaska",2020-11-03,2020-09-30,2020-10-04,600,2020-10-02,"Patinkin Research Strategies",46,49
2020,"Arizona",2020-11-03,2020-10-27,2020-11-02,610,2020-10-30,"Ipsos",50,48
2020,"Arizona",2020-11-03,2020-10-27,2020-11-02,610,2020-10-30,"Ipsos",50,47
2020,"Arizona",2020-11-03,2020-10-29,2020-11-01,717,2020-10-30,"Marist College",48,48
2020,"Arizona",2020-11-03,2020-10-29,2020-11-01,988,2020-10-30,"Marist College",48,47
2020,"Arizona",2020-11-03,2020-10-29,2020-11-01,409,2020-10-30,"Change Research",50,47
2020,"Arizona",2020-11-03,2020-10-27,2020-11-01,1195,2020-10-29,"Data for Progress",50,47
2020,"Arizona",2020-11-03,2020-10-27,2020-11-01,360,2020-10-29,"Swayable",50.6,45.7
2020,"Arizona",2020-11-03,2020-10-20,2020-11-01,3807,2020-10-26,"SurveyMonkey",53,45
2020,"Arizona",2020-11-03,2020-10-20,2020-11-01,3807,2020-10-26,"SurveyMonkey",52,47
2020,"Arizona",2020-11-03,2020-10-30,2020-10-31,641,2020-10-30,"AtlasIntel",48.1,50.4
2020,"Arizona",2020-11-03,2020-10-29,2020-10-31,732,2020-10-30,"Emerson College",48,45.9
2020,"Arizona",2020-11-03,2020-10-22,2020-10-31,1059,2020-10-26,"Morning Consult",48.4,46.1
2020,"Arizona",2020-11-03,2020-10-18,2020-10-31,3933,2020-10-24,"SurveyMonkey",53,45
2020,"Arizona",2020-11-03,2020-10-18,2020-10-31,3933,2020-10-24,"SurveyMonkey",52,46
2020,"Arizona",2020-11-03,2020-10-28,2020-10-30,550,2020-10-29,"Data Orbital",45.9,45.3
2020,"Arizona",2020-11-03,2020-10-26,2020-10-30,1252,2020-10-28,"Siena College/The New York Times Upshot",49,43
2020,"Arizona",2020-11-03,2020-10-23,2020-10-30,865,2020-10-26,"SSRS",50,46
2020,"Arizona",2020-11-03,2020-10-23,2020-10-30,892,2020-10-26,"SSRS",49,46
2020,"Arizona",2020-11-03,2020-10-17,2020-10-30,3824,2020-10-23,"SurveyMonkey",53,45
2020,"Arizona",2020-11-03,2020-10-17,2020-10-30,3824,2020-10-23,"SurveyMonkey",52,46
2020,"Arizona",2020-11-03,2020-10-27,2020-10-29,800,2020-10-28,"Rasmussen Reports/Pulse Opinion Research",45,49
2020,"Arizona",2020-11-03,2020-10-26,2020-10-29,889,2020-10-27,"Redfield & Wilton Strategies",50,46
2020,"Arizona",2020-11-03,2020-10-16,2020-10-29,3463,2020-10-22,"SurveyMonkey",53,45
2020,"Arizona",2020-11-03,2020-10-16,2020-10-29,3463,2020-10-22,"SurveyMonkey",52,46
2020,"Arizona",2020-11-03,2020-10-26,2020-10-28,704,2020-10-27,"Gravis Marketing",48,44
2020,"Arizona",2020-11-03,2020-10-25,2020-10-28,1002,2020-10-26,"Trafalgar Group",46.4,48.9
2020,"Arizona",2020-11-03,2020-10-01,2020-10-28,5687,2020-10-14,"SurveyMonkey",53,45
2020,"Arizona",2020-11-03,2020-10-01,2020-10-28,5687,2020-10-14,"SurveyMonkey",52,46
2020,"Arizona",2020-11-03,2020-10-21,2020-10-27,714,2020-10-24,"Ipsos",48,46
2020,"Arizona",2020-11-03,2020-10-21,2020-10-27,714,2020-10-24,"Ipsos",47,47
2020,"Arizona",2020-11-03,2020-09-30,2020-10-27,5609,2020-10-13,"SurveyMonkey",54,44
2020,"Arizona",2020-11-03,2020-09-30,2020-10-27,5609,2020-10-13,"SurveyMonkey",52,46
2020,"Arizona",2020-11-03,2020-10-23,2020-10-26,304,2020-10-24,"Swayable",52.4,43.8
2020,"Arizona",2020-11-03,2020-10-22,2020-10-25,716,2020-10-23,"OH Predictive Insights",49,46
2020,"Arizona",2020-11-03,2020-10-22,2020-10-25,1007,2020-10-23,"The Justice Collaborative Institute",49,43
2020,"Arizona",2020-11-03,2020-10-17,2020-10-25,725,2020-10-21,"Univision/University of Arizona/Latino Decisions/North Star Opinion Research",50,45
2020,"Arizona",2020-11-03,2020-09-27,2020-10-25,5568,2020-10-11,"SurveyMonkey",54,44
2020,"Arizona",2020-11-03,2020-09-27,2020-10-25,5568,2020-10-11,"SurveyMonkey",53,46
2020,"Arizona",2020-11-03,2020-10-21,2020-10-24,729,2020-10-22,"Patinkin Research Strategies",52,45
2020,"Arizona",2020-11-03,2020-10-15,2020-10-24,700,2020-10-19,"Y2 Analytics",50,47
2020,"Arizona",2020-11-03,2020-09-27,2020-10-24,5571,2020-10-10,"SurveyMonkey",54,44
2020,"Arizona",2020-11-03,2020-09-27,2020-10-24,5571,2020-10-10,"SurveyMonkey",53,45
2020,"Arizona",2020-11-03,2020-09-25,2020-10-23,5626,2020-10-09,"SurveyMonkey",54,44
2020,"Arizona",2020-11-03,2020-09-25,2020-10-23,5626,2020-10-09,"SurveyMonkey",53,46
2020,"Arizona",2020-11-03,2020-10-19,2020-10-22,500,2020-10-20,"Susquehanna Polling & Research Inc.",46.2,46.6
2020,"Arizona",2020-11-03,2020-09-24,2020-10-22,5836,2020-10-08,"SurveyMonkey",54,44
2020,"Arizona",2020-11-03,2020-09-24,2020-10-22,5836,2020-10-08,"SurveyMonkey",53,46
2020,"Arizona",2020-11-03,2020-10-14,2020-10-21,658,2020-10-17,"Ipsos",49,46
2020,"Arizona",2020-11-03,2020-10-14,2020-10-21,658,2020-10-17,"Ipsos",50,46
2020,"Arizona",2020-11-03,2020-09-24,2020-10-21,5852,2020-10-07,"SurveyMonkey",54,44
2020,"Arizona",2020-11-03,2020-09-24,2020-10-21,5852,2020-10-07,"SurveyMonkey",53,46
2020,"Arizona",2020-11-03,2020-10-11,2020-10-20,1066,2020-10-15,"Morning Consult",47,48
2020,"Arizona",2020-11-03,2020-09-22,2020-10-20,5843,2020-10-06,"SurveyMonkey",54,44
2020,"Arizona",2020-11-03,2020-09-22,2020-10-20,5843,2020-10-06,"SurveyMonkey",53,45
2020,"Arizona",2020-11-03,2020-10-18,2020-10-19,800,2020-10-18,"Rasmussen Reports/Pulse Opinion Research",48,46
2020,"Arizona",2020-11-03,2020-10-16,2020-10-19,232,2020-10-17,"Change Research",51,45
2020,"Arizona",2020-11-03,2020-10-14,2020-10-19,800,2020-10-16,"RMG Research",47,46
2020,"Arizona",2020-11-03,2020-09-21,2020-10-19,5945,2020-10-05,"SurveyMonkey",54,44
2020,"Arizona",2020-11-03,2020-09-21,2020-10-19,5945,2020-10-05,"SurveyMonkey",53,45
2020,"Arizona",2020-11-03,2020-10-16,2020-10-18,550,2020-10-17,"Data Orbital",47.1,41.9
2020,"Arizona",2020-11-03,2020-09-21,2020-10-18,5973,2020-10-04,"SurveyMonkey",54,44
2020,"Arizona",2020-11-03,2020-09-21,2020-10-18,5973,2020-10-04,"SurveyMonkey",53,45
2020,"Arizona",2020-11-03,2020-09-19,2020-10-17,5909,2020-10-03,"SurveyMonkey",54,44
2020,"Arizona",2020-11-03,2020-09-19,2020-10-17,5909,2020-10-03,"SurveyMonkey",53,45
2020,"Arizona",2020-11-03,2020-10-13,2020-10-16,1074,2020-10-14,"YouGov",50,47
2020,"Arizona",2020-11-03,2020-09-18,2020-10-16,5851,2020-10-02,"SurveyMonkey",54,44
2020,"Arizona",2020-11-03,2020-09-18,2020-10-16,5851,2020-10-02,"SurveyMonkey",53,45
2020,"Arizona",2020-11-03,2020-09-17,2020-10-15,5759,2020-10-01,"SurveyMonkey",53,45
2020,"Arizona",2020-11-03,2020-09-17,2020-10-15,5759,2020-10-01,"SurveyMonkey",52,46
2020,"Arizona",2020-11-03,2020-10-07,2020-10-14,667,2020-10-10,"Ipsos",50,46
2020,"Arizona",2020-11-03,2020-10-07,2020-10-14,667,2020-10-10,"Ipsos",49,47
2020,"Arizona",2020-11-03,2020-09-16,2020-10-14,5657,2020-09-30,"SurveyMonkey",52,46
2020,"Arizona",2020-11-03,2020-09-16,2020-10-14,5657,2020-09-30,"SurveyMonkey",51,47
2020,"Arizona",2020-11-03,2020-10-10,2020-10-13,750,2020-10-11,"Redfield & Wilton Strategies",48,45
2020,"Arizona",2020-11-03,2020-10-09,2020-10-13,502,2020-10-11,"Monmouth University",50,44
2020,"Arizona",2020-11-03,2020-10-09,2020-10-13,502,2020-10-11,"Monmouth University",51,44
2020,"Arizona",2020-11-03,2020-10-09,2020-10-13,502,2020-10-11,"Monmouth University",49,47
2020,"Arizona",2020-11-03,2020-10-02,2020-10-11,1144,2020-10-06,"Morning Consult",49,46
2020,"Arizona",2020-11-03,2020-10-09,2020-10-10,720,2020-10-09,"Redfield & Wilton Strategies",48,46
2020,"Arizona",2020-11-03,2020-10-06,2020-10-08,1087,2020-10-07,"Trafalgar Group",43.8,47.8
2020,"Arizona",2020-11-03,2020-10-04,2020-10-08,608,2020-10-06,"OH Predictive Insights",49,45
2020,"Arizona",2020-11-03,2020-10-04,2020-10-08,608,2020-10-06,"OH Predictive Insights",50,47
2020,"Arizona",2020-11-03,2020-10-04,2020-10-07,727,2020-10-05,"Redfield & Wilton Strategies",49,43
2020,"Arizona",2020-11-03,2020-09-29,2020-10-07,633,2020-10-03,"Ipsos",48,46
2020,"Arizona",2020-11-03,2020-09-28,2020-10-06,600,2020-10-02,"Latino Decisions",48,45
2020,"Arizona",2020-11-03,2020-10-03,2020-10-05,550,2020-10-04,"Data Orbital",47.7,43.2
2020,"Arizona",2020-11-03,2020-10-03,2020-10-05,800,2020-10-04,"Basswood Research",47.8,47.9
2020,"Arizona",2020-11-03,2020-09-28,2020-10-05,400,2020-10-01,"HighGround Inc.",45.8,44.8
2020,"Arizona",2020-11-03,2020-10-02,2020-10-04,296,2020-10-03,"Change Research",51,45
2020,"Arizona",2020-11-03,2020-10-01,2020-10-03,655,2020-10-02,"Siena College/The New York Times Upshot",49,41
2020,"Arizona",2020-11-03,2020-10-01,2020-10-03,604,2020-10-02,"Patinkin Research Strategies",50,46
2020,"Arkansas",2020-11-03,2020-10-20,2020-11-01,1161,2020-10-26,"SurveyMonkey",41,58
2020,"Arkansas",2020-11-03,2020-10-20,2020-11-01,1161,2020-10-26,"SurveyMonkey",38,61
2020,"Arkansas",2020-11-03,2020-10-18,2020-10-31,1253,2020-10-24,"SurveyMonkey",41,57
2020,"Arkansas",2020-11-03,2020-10-18,2020-10-31,1253,2020-10-24,"SurveyMonkey",39,60
2020,"Arkansas",2020-11-03,2020-10-17,2020-10-30,1246,2020-10-23,"SurveyMonkey",41,58
2020,"Arkansas",2020-11-03,2020-10-17,2020-10-30,1246,2020-10-23,"SurveyMonkey",38,60
2020,"Arkansas",2020-11-03,2020-10-16,2020-10-29,1288,2020-10-22,"SurveyMonkey",41,57
2020,"Arkansas",2020-11-03,2020-10-16,2020-10-29,1288,2020-10-22,"SurveyMonkey",39,60
2020,"Arkansas",2020-11-03,2020-10-01,2020-10-28,2239,2020-10-14,"SurveyMonkey",40,58
2020,"Arkansas",2020-11-03,2020-10-01,2020-10-28,2239,2020-10-14,"SurveyMonkey",38,60
2020,"Arkansas",2020-11-03,2020-09-30,2020-10-27,2154,2020-10-13,"SurveyMonkey",40,58
2020,"Arkansas",2020-11-03,2020-09-30,2020-10-27,2154,2020-10-13,"SurveyMonkey",39,60
2020,"Arkansas",2020-11-03,2020-09-28,2020-10-25,2033,2020-10-11,"SurveyMonkey",41,57
2020,"Arkansas",2020-11-03,2020-09-28,2020-10-25,2033,2020-10-11,"SurveyMonkey",39,59
2020,"Arkansas",2020-11-03,2020-09-27,2020-10-24,2020,2020-10-10,"SurveyMonkey",41,57
2020,"Arkansas",2020-11-03,2020-09-27,2020-10-24,2020,2020-10-10,"SurveyMonkey",39,59
2020,"Arkansas",2020-11-03,2020-09-25,2020-10-23,1989,2020-10-09,"SurveyMonkey",41,57
2020,"Arkansas",2020-11-03,2020-09-25,2020-10-23,1989,2020-10-09,"SurveyMonkey",39,59
2020,"Arkansas",2020-11-03,2020-09-25,2020-10-22,1951,2020-10-08,"SurveyMonkey",41,57
2020,"Arkansas",2020-11-03,2020-09-25,2020-10-22,1951,2020-10-08,"SurveyMonkey",39,59
2020,"Arkansas",2020-11-03,2020-10-09,2020-10-21,591,2020-10-15,"University of Arkansas",32,65
2020,"Arkansas",2020-11-03,2020-09-24,2020-10-21,1887,2020-10-07,"SurveyMonkey",41,56
2020,"Arkansas",2020-11-03,2020-09-24,2020-10-21,1887,2020-10-07,"SurveyMonkey",40,58
2020,"Arkansas",2020-11-03,2020-09-23,2020-10-20,1797,2020-10-06,"SurveyMonkey",42,56
2020,"Arkansas",2020-11-03,2020-09-23,2020-10-20,1797,2020-10-06,"SurveyMonkey",40,58
2020,"Arkansas",2020-11-03,2020-09-22,2020-10-19,1707,2020-10-05,"SurveyMonkey",41,56
2020,"Arkansas",2020-11-03,2020-09-22,2020-10-19,1707,2020-10-05,"SurveyMonkey",40,58
2020,"Arkansas",2020-11-03,2020-09-21,2020-10-18,1640,2020-10-04,"SurveyMonkey",41,56
2020,"Arkansas",2020-11-03,2020-09-21,2020-10-18,1640,2020-10-04,"SurveyMonkey",40,58
2020,"Arkansas",2020-11-03,2020-09-20,2020-10-17,1609,2020-10-03,"SurveyMonkey",40,57
2020,"Arkansas",2020-11-03,2020-09-20,2020-10-17,1609,2020-10-03,"SurveyMonkey",39,59
2020,"Arkansas",2020-11-03,2020-09-19,2020-10-16,1577,2020-10-02,"SurveyMonkey",40,57
2020,"Arkansas",2020-11-03,2020-09-19,2020-10-16,1577,2020-10-02,"SurveyMonkey",39,59
2020,"Arkansas",2020-11-03,2020-09-18,2020-10-15,1466,2020-10-01,"SurveyMonkey",41,57
2020,"Arkansas",2020-11-03,2020-09-18,2020-10-15,1466,2020-10-01,"SurveyMonkey",39,58
2020,"Arkansas",2020-11-03,2020-09-16,2020-10-14,1385,2020-09-30,"SurveyMonkey",40,57
2020,"Arkansas",2020-11-03,2020-09-16,2020-10-14,1385,2020-09-30,"SurveyMonkey",39,59
2020,"Arkansas",2020-11-03,2020-10-11,2020-10-13,647,2020-10-12,"Hendrix College",33.5,58
2020,"California",2020-11-03,2020-10-28,2020-11-01,800,2020-10-30,"David Binder Research",62,31
2020,"California",2020-11-03,2020-10-20,2020-11-01,10925,2020-10-26,"SurveyMonkey",62,36
2020,"California",2020-11-03,2020-10-20,2020-11-01,10925,2020-10-26,"SurveyMonkey",62,36
2020,"California",2020-11-03,2020-10-18,2020-10-31,11324,2020-10-24,"SurveyMonkey",62,36
2020,"California",2020-11-03,2020-10-18,2020-10-31,11324,2020-10-24,"SurveyMonkey",62,36
2020,"California",2020-11-03,2020-10-17,2020-10-30,10929,2020-10-23,"SurveyMonkey",62,36
2020,"California",2020-11-03,2020-10-17,2020-10-30,10929,2020-10-23,"SurveyMonkey",62,36
2020,"California",2020-11-03,2020-10-16,2020-10-29,11171,2020-10-22,"SurveyMonkey",62,36
2020,"California",2020-11-03,2020-10-16,2020-10-29,11171,2020-10-22,"SurveyMonkey",62,36
2020,"California",2020-11-03,2020-09-30,2020-10-28,22450,2020-10-14,"SurveyMonkey",61,36
2020,"California",2020-11-03,2020-09-30,2020-10-28,22450,2020-10-14,"SurveyMonkey",61,37
2020,"California",2020-11-03,2020-09-30,2020-10-27,22170,2020-10-13,"SurveyMonkey",61,36
2020,"California",2020-11-03,2020-09-30,2020-10-27,22170,2020-10-13,"SurveyMonkey",61,37
2020,"California",2020-11-03,2020-10-23,2020-10-26,635,2020-10-24,"Swayable",62,35.3
2020,"California",2020-11-03,2020-09-27,2020-10-25,22234,2020-10-11,"SurveyMonkey",62,35
2020,"California",2020-11-03,2020-09-27,2020-10-25,22234,2020-10-11,"SurveyMonkey",62,36
2020,"California",2020-11-03,2020-09-26,2020-10-24,22268,2020-10-10,"SurveyMonkey",62,35
2020,"California",2020-11-03,2020-09-26,2020-10-24,22268,2020-10-10,"SurveyMonkey",62,36
2020,"California",2020-11-03,2020-09-26,2020-10-23,22491,2020-10-09,"SurveyMonkey",62,36
2020,"California",2020-11-03,2020-09-26,2020-10-23,22491,2020-10-09,"SurveyMonkey",62,36
2020,"California",2020-11-03,2020-09-24,2020-10-22,22654,2020-10-08,"SurveyMonkey",62,35
2020,"California",2020-11-03,2020-09-24,2020-10-22,22654,2020-10-08,"SurveyMonkey",62,36
2020,"California",2020-11-03,2020-10-16,2020-10-21,5352,2020-10-18,"University of California, Berkeley",65,29
2020,"California",2020-11-03,2020-09-24,2020-10-21,22980,2020-10-07,"SurveyMonkey",62,35
2020,"California",2020-11-03,2020-09-24,2020-10-21,22980,2020-10-07,"SurveyMonkey",62,36
2020,"California",2020-11-03,2020-09-23,2020-10-20,22989,2020-10-06,"SurveyMonkey",62,35
2020,"California",2020-11-03,2020-09-23,2020-10-20,22989,2020-10-06,"SurveyMonkey",62,36
2020,"California",2020-11-03,2020-09-22,2020-10-19,22797,2020-10-05,"SurveyMonkey",62,35
2020,"California",2020-11-03,2020-09-22,2020-10-19,22797,2020-10-05,"SurveyMonkey",62,36
2020,"California",2020-11-03,2020-10-09,2020-10-18,1185,2020-10-13,"Public Policy Institute of California",58,32
2020,"California",2020-11-03,2020-09-20,2020-10-18,22780,2020-10-04,"SurveyMonkey",63,35
2020,"California",2020-11-03,2020-09-20,2020-10-18,22780,2020-10-04,"SurveyMonkey",63,36
2020,"California",2020-11-03,2020-09-19,2020-10-17,22834,2020-10-03,"SurveyMonkey",63,35
2020,"California",2020-11-03,2020-09-19,2020-10-17,22834,2020-10-03,"SurveyMonkey",63,35
2020,"California",2020-11-03,2020-09-19,2020-10-16,22865,2020-10-02,"SurveyMonkey",63,35
2020,"California",2020-11-03,2020-09-19,2020-10-16,22865,2020-10-02,"SurveyMonkey",63,35
2020,"California",2020-11-03,2020-09-17,2020-10-15,22318,2020-10-01,"SurveyMonkey",62,35
2020,"California",2020-11-03,2020-09-17,2020-10-15,22318,2020-10-01,"SurveyMonkey",62,36
2020,"California",2020-11-03,2020-09-16,2020-10-14,21759,2020-09-30,"SurveyMonkey",63,35
2020,"California",2020-11-03,2020-09-16,2020-10-14,21759,2020-09-30,"SurveyMonkey",63,36
2020,"Colorado",2020-11-03,2020-10-29,2020-11-01,502,2020-10-30,"Keating Research/OnSight Public Affairs/Melanson",53,41
2020,"Colorado",2020-11-03,2020-10-27,2020-11-01,709,2020-10-29,"Data for Progress",54,42
2020,"Colorado",2020-11-03,2020-10-23,2020-11-01,455,2020-10-27,"Swayable",55.4,40.7
2020,"Colorado",2020-11-03,2020-10-20,2020-11-01,2677,2020-10-26,"SurveyMonkey",57,41
2020,"Colorado",2020-11-03,2020-10-20,2020-11-01,2677,2020-10-26,"SurveyMonkey",55,43
2020,"Colorado",2020-11-03,2020-10-22,2020-10-31,727,2020-10-26,"Morning Consult",53.8,40.9
2020,"Colorado",2020-11-03,2020-10-18,2020-10-31,2888,2020-10-24,"SurveyMonkey",57,41
2020,"Colorado",2020-11-03,2020-10-18,2020-10-31,2888,2020-10-24,"SurveyMonkey",55,43
