"state","year","election_date","start_date","end_date","poll_date","pollster","sample_size","poll_dem","poll_rep","real_dem","real_rep","candidate","logp","id","week","row_id","Abbrev"
"Arizona","2016","2016-11-08","2016-10-26","2016-10-28",2016-10-27,"YouGov",994,42,44,45.1,48.7,"D",-0.0712126282252643,17,2,17,"AZ"
"Arizona","2016","2016-11-08","2016-10-27","2016-11-01",2016-10-29,"CNN/Opinion Research Corp.",769,44,49,45.1,48.7,"D",-0.0246926125903715,18,2,18,"AZ"
"Arizona","2016","2016-11-08","2016-10-28","2016-11-01",2016-10-30,"The Times-Picayune/Lucid",1113,41,42,45.1,48.7,"D",-0.0953101798043249,19,2,19,"AZ"
"Arizona","2016","2016-11-08","2016-10-28","2016-10-31",2016-10-29,"Emerson College",700,43,47,45.1,48.7,"D",-0.0476821308150703,20,2,20,"AZ"
"Arizona","2016","2016-11-08","2016-10-30","2016-11-01",2016-10-31,"Marist College",719,40,45,45.1,48.7,"D",-0.120002792394696,21,2,21,"AZ"
"Arizona","2016","2016-11-08","2016-11-03","2016-11-06",2016-11-04,"Gravis Marketing",1453,43,45,45.1,48.7,"D",-0.0476821308150703,22,1,22,"AZ"
"Arizona","2016","2016-11-08","2016-11-04","2016-11-06",2016-11-05,"Insights West",392,45,47,45.1,48.7,"D",-0.00221975673831289,23,1,23,"AZ"
"Arkansas","2016","2016-11-08","2016-11-01","2016-11-07",2016-11-04,"Google Consumer Surveys",207,30.81,46.85,33.7,60.6,"D",-0.0896585247497396,24,1,24,"AR"
"Arkansas","2016","2016-11-08","2016-10-17","2016-11-06",2016-10-27,"Ipsos",331,38.14,53.35,33.7,60.6,"D",0.123765762813957,25,2,25,"AR"
"Arkansas","2016","2016-11-08","2016-11-01","2016-11-07",2016-11-04,"SurveyMonkey",930,32,56,33.7,60.6,"D",-0.0517619345585896,26,1,26,"AR"
"Arkansas","2016","2016-11-08","2016-10-18","2016-10-25",2016-10-21,"University of Arkansas",585,31.3,51.1,33.7,60.6,"D",-0.0738797398122085,27,3,27,"AR"
"Arkansas","2016","2016-11-08","2016-10-21","2016-10-21",2016-10-21,"Hendrix College",463,32.5,56,33.7,60.6,"D",-0.0362577480226244,28,3,28,"AR"
"California","2016","2016-11-08","2016-11-01","2016-11-07",2016-11-04,"Google Consumer Surveys",1616,47.88,26.4,61.7,31.6,"D",-0.25358605022157,29,1,29,"CA"
"California","2016","2016-11-08","2016-10-28","2016-10-31",2016-10-29,"SurveyUSA",747,56,35,61.7,31.6,"D",-0.096932240176193,30,2,30,"CA"
"California","2016","2016-11-08","2016-10-14","2016-10-23",2016-10-18,"Public Policy Institute of California",1024,54,28,61.7,31.6,"D",-0.133299884347068,31,4,31,"CA"
"California","2016","2016-11-08","2016-10-31","2016-11-06",2016-11-03,"Ipsos",726,58.85,31.74,61.7,31.6,"D",-0.0472920972050564,32,1,32,"CA"
"California","2016","2016-11-08","2016-11-01","2016-11-07",2016-11-04,"SurveyMonkey",2712,56,31,61.7,31.6,"D",-0.096932240176193,33,1,33,"CA"
"California","2016","2016-11-08","2016-10-22","2016-10-30",2016-10-26,"Greenberg Quinlan Rosner/American Viewpoint",1382,54,30,61.7,31.6,"D",-0.133299884347068,34,2,34,"CA"
"California","2016","2016-11-08","2016-10-25","2016-10-31",2016-10-28,"YouGov",1498,53,33,61.7,31.6,"D",-0.15199201735922,35,2,35,"CA"
"California","2016","2016-11-08","2016-11-04","2016-11-06",2016-11-05,"Insights West",401,58,35,61.7,31.6,"D",-0.0618409203649228,36,1,36,"CA"
"Colorado","2016","2016-11-08","2016-10-10","2016-10-16",2016-10-13,"Quinnipiac University",685,45,37,48.2,43.3,"D",-0.068696531286235,37,4,37,"CO"
"Colorado","2016","2016-11-08","2016-11-01","2016-11-07",2016-11-04,"Google Consumer Surveys",666,47.11,29.95,48.2,43.3,"D",-0.0228737283446049,38,1,38,"CO"
"Colorado","2016","2016-11-08","2016-11-01","2016-11-02",2016-11-01,"Magellan Strategies",500,44.1,37.6,48.2,43.3,"D",-0.0888992386037543,39,2,39,"CO"
"Colorado","2016","2016-11-08","2016-11-03","2016-11-06",2016-11-04,"Gravis Marketing",1378,44,43,48.2,43.3,"D",-0.0911693871382935,40,1,40,"CO"
"Colorado","2016","2016-11-08","2016-10-24","2016-11-06",2016-10-30,"Ipsos",536,47.71,42.33,48.2,43.3,"D",-0.0102180015285391,41,2,41,"CO"
"Colorado","2016","2016-11-08","2016-10-17","2016-10-24",2016-10-20,"University of Colorado",1004,44,34,48.2,43.3,"D",-0.0911693871382935,42,3,42,"CO"
"Colorado","2016","2016-11-08","2016-11-01","2016-11-07",2016-11-04,"SurveyMonkey",2777,43,40,48.2,43.3,"D",-0.114158905362992,43,1,43,"CO"
"Colorado","2016","2016-11-08","2016-11-01","2016-11-02",2016-11-01,"Remington Research Group",1863,42,41,48.2,43.3,"D",-0.137689402773186,44,2,44,"CO"
"Colorado","2016","2016-11-08","2016-10-26","2016-10-28",2016-10-27,"YouGov",997,42,39,48.2,43.3,"D",-0.137689402773186,45,2,45,"CO"
"Colorado","2016","2016-11-08","2016-10-28","2016-10-31",2016-10-29,"Emerson College",750,44,41,48.2,43.3,"D",-0.0911693871382935,46,2,46,"CO"
"Colorado","2016","2016-11-08","2016-10-28","2016-11-01",2016-10-30,"The Times-Picayune/Lucid",972,44,37,48.2,43.3,"D",-0.0911693871382935,47,2,47,"CO"
"Colorado","2016","2016-11-08","2016-10-29","2016-10-31",2016-10-30,"University of Denver",550,39,39,48.2,43.3,"D",-0.211797374926908,48,2,48,"CO"
"Colorado","2016","2016-11-08","2016-10-31","2016-11-03",2016-11-01,"Trafalgar Group",1150,44.77,44.33,48.2,43.3,"D",-0.0738207488036804,49,2,49,"CO"
"Colorado","2016","2016-11-08","2016-11-02","2016-11-03",2016-11-02,"Keating Research",605,43,38,48.2,43.3,"D",-0.114158905362992,50,1,50,"CO"
"Colorado","2016","2016-11-08","2016-11-03","2016-11-04",2016-11-03,"Public Policy Polling",704,48,43,48.2,43.3,"D",-0.00415801014866379,51,1,51,"CO"
"Connecticut","2016","2016-11-08","2016-11-01","2016-11-07",2016-11-04,"Google Consumer Surveys",416,38.62,29.29,54.6,40.9,"D",-0.346263605750491,52,1,52,"CT"
"Connecticut","2016","2016-11-08","2016-11-01","2016-11-07",2016-11-04,"SurveyMonkey",1387,52,36,54.6,40.9,"D",-0.0487901641694321,53,1,53,"CT"
"Connecticut","2016","2016-11-08","2016-10-24","2016-11-06",2016-10-30,"Ipsos",351,49.76,39.7,54.6,40.9,"D",-0.0928224343199354,54,2,54,"CT"
"Delaware","2016","2016-11-08","2016-11-01","2016-11-07",2016-11-04,"Google Consumer Surveys",149,41.91,30.38,53.1,41.7,"D",-0.236652466310913,55,1,55,"DE"
"Delaware","2016","2016-11-08","2016-11-01","2016-11-07",2016-11-04,"SurveyMonkey",367,50,39,53.1,41.7,"D",-0.0601539228197472,56,1,56,"DE"
"Delaware","2016","2016-11-08","2016-10-23","2016-11-06",2016-10-30,"Ipsos",138,52.03,36.42,53.1,41.7,"D",-0.020356452945681,57,2,57,"DE"
"District of Columbia","2016","2016-11-08","2016-11-01","2016-11-07",2016-11-04,"Google Consumer Surveys",86,53.62,10.62,90.5,4.1,"D",-0.523427717898067,58,1,58,"DC"
"District of Columbia","2016","2016-11-08","2016-11-01","2016-11-07",2016-11-04,"SurveyMonkey",310,85,7,90.5,4.1,"D",-0.0626985942155639,59,1,59,"DC"
"Florida","2016","2016-11-08","2016-11-03","2016-11-06",2016-11-04,"Quinnipiac University",884,46,45,47.8,49,"D",-0.0383842430083152,60,1,60,"FL"
"Florida","2016","2016-11-08","2016-11-05","2016-11-06",2016-11-05,"Opinion Savvy/InsiderAdvantage",843,48.4,46.4,47.8,49,"D",0.0124741742251758,61,1,61,"FL"
"Florida","2016","2016-11-08","2016-11-01","2016-11-07",2016-11-04,"Google Consumer Surveys",1350,36.53,41.36,47.8,49,"D",-0.268891798690219,62,1,62,"FL"
"Florida","2016","2016-11-08","2016-11-01","2016-11-02",2016-11-01,"Gravis Marketing",1220,46,45,47.8,49,"D",-0.0383842430083152,63,2,63,"FL"
"Florida","2016","2016-11-08","2016-10-25","2016-10-26",2016-10-25,"Public Policy Polling",742,48,44,47.8,49,"D",0.00417537141048059,64,3,64,"FL"
"Florida","2016","2016-11-08","2016-11-02","2016-11-06",2016-11-04,"Rasmussen Reports/Pulse Opinion Research",525,47,45,47.8,49,"D",-0.0168780377873516,65,1,65,"FL"
"Florida","2016","2016-11-08","2016-10-31","2016-11-06",2016-11-03,"Ipsos",888,47.66,46.77,47.8,49,"D",-0.00293316782681422,66,1,66,"FL"
"Florida","2016","2016-11-08","2016-10-16","2016-10-19",2016-10-17,"Cherry Communications",507,46,42,47.8,49,"D",-0.0383842430083152,67,4,67,"FL"
"Florida","2016","2016-11-08","2016-10-17","2016-10-18",2016-10-17,"The Times-Picayune/Lucid",892,45,39,47.8,49,"D",-0.0603631497270905,68,4,68,"FL"
"Florida","2016","2016-11-08","2016-11-01","2016-11-07",2016-11-04,"SurveyMonkey",4092,47,45,47.8,49,"D",-0.0168780377873516,69,1,69,"FL"
"Florida","2016","2016-11-08","2016-10-19","2016-10-19",2016-10-19,"Associated Industries of Florida",1000,44,41,47.8,49,"D",-0.0828360055791491,70,3,70,"FL"
"Florida","2016","2016-11-08","2016-10-20","2016-10-24",2016-10-22,"SurveyUSA",1251,48,45,47.8,49,"D",0.00417537141048059,71,3,71,"FL"
"Florida","2016","2016-11-08","2016-10-20","2016-10-25",2016-10-22,"University of North Florida",819,43,39,47.8,49,"D",-0.105825523803848,72,3,72,"FL"
"Florida","2016","2016-11-08","2016-11-01","2016-11-02",2016-11-01,"Remington Research Group",2352,45,48,47.8,49,"D",-0.0603631497270905,73,2,73,"FL"
"Florida","2016","2016-11-08","2016-10-21","2016-10-24",2016-10-22,"Selzer & Co.",805,43,45,47.8,49,"D",-0.105825523803848,74,3,74,"FL"
"Florida","2016","2016-11-08","2016-10-21","2016-10-23",2016-10-22,"Florida Atlantic University",500,46.2,43.3,47.8,49,"D",-0.034045841409717,75,3,75,"FL"
"Florida","2016","2016-11-08","2016-11-02","2016-11-04",2016-11-03,"YouGov",1188,45,45,47.8,49,"D",-0.0603631497270905,76,1,76,"FL"
"Florida","2016","2016-11-08","2016-10-22","2016-10-26",2016-10-24,"Saint Leo University",1028,50.4,36.95,47.8,49,"D",0.0529655355799127,77,3,77,"FL"
"Florida","2016","2016-11-08","2016-10-25","2016-10-27",2016-10-26,"Siena College",815,42,46,47.8,49,"D",-0.129356021214042,78,2,78,"FL"
"Florida","2016","2016-11-08","2016-10-25","2016-10-26",2016-10-25,"Marist College",779,45,44,47.8,49,"D",-0.0603631497270905,79,3,79,"FL"
"Florida","2016","2016-11-08","2016-10-25","2016-10-30",2016-10-27,"TargetSmart/William & Mary",718,48,40,47.8,49,"D",0.00417537141048059,80,2,80,"FL"
"Florida","2016","2016-11-08","2016-10-25","2016-10-26",2016-10-25,"Dixie Strategies",698,42.4,45.7,47.8,49,"D",-0.119877277259498,81,3,81,"FL"
"Florida","2016","2016-11-08","2016-10-26","2016-10-27",2016-10-26,"Emerson College",500,46,45,47.8,49,"D",-0.0383842430083152,82,2,82,"FL"
"Florida","2016","2016-11-08","2016-10-27","2016-11-01",2016-10-29,"CNN/Opinion Research Corp.",773,49,47,47.8,49,"D",0.0247946586132163,83,2,83,"FL"
"Florida","2016","2016-11-08","2016-11-06","2016-11-06",2016-11-06,"Trafalgar Group",1100,46.13,49.72,47.8,49,"D",-0.035562141927681,84,1,84,"FL"
"Georgia","2016","2016-11-08","2016-11-01","2016-11-07",2016-11-04,"Google Consumer Surveys",614,37.71,41.45,45.6,50.8,"D",-0.189982405250075,85,1,85,"GA"
"Georgia","2016","2016-11-08","2016-11-06","2016-11-06",2016-11-06,"Landmark Communications",1200,46,49,45.6,50.8,"D",0.00873367996875463,86,1,86,"GA"
"Georgia","2016","2016-11-08","2016-10-31","2016-11-06",2016-11-03,"Ipsos",416,42.38,47.79,45.6,50.8,"D",-0.0732311636801873,87,1,87,"GA"
"Georgia","2016","2016-11-08","2016-10-15","2016-10-18",2016-10-16,"Clout Research/Wenzel Strategies",627,43.1,45.8,45.6,50.8,"D",-0.0563847194106383,88,4,88,"GA"
"Georgia","2016","2016-11-08","2016-10-17","2016-10-20",2016-10-18,"Time/Abt SRBI",839,42,44,45.6,50.8,"D",-0.0822380982369721,89,4,89,"GA"
"Georgia","2016","2016-11-08","2016-10-17","2016-10-18",2016-10-17,"The Times-Picayune/Lucid",807,44,40,45.6,50.8,"D",-0.0357180826020792,90,4,90,"GA"
"Georgia","2016","2016-11-08","2016-11-01","2016-11-07",2016-11-04,"SurveyMonkey",2419,45,45,45.6,50.8,"D",-0.0132452267500207,91,1,91,"GA"
"Georgia","2016","2016-11-08","2016-10-20","2016-10-26",2016-10-23,"Quinnipiac University",707,43,44,45.6,50.8,"D",-0.058707600826778,92,3,92,"GA"
"Georgia","2016","2016-11-08","2016-11-02","2016-11-03",2016-11-02,"Opinion Savvy/InsiderAdvantage",538,44.7,48.5,45.6,50.8,"D",-0.0199342149008173,93,1,93,"GA"
"Georgia","2016","2016-11-08","2016-10-25","2016-10-27",2016-10-26,"SurveyUSA",683,42,49,45.6,50.8,"D",-0.0822380982369721,94,2,94,"GA"
"Georgia","2016","2016-11-08","2016-10-28","2016-10-31",2016-10-29,"Emerson College",650,42,51,45.6,50.8,"D",-0.0822380982369721,95,2,95,"GA"
"Georgia","2016","2016-11-08","2016-10-30","2016-11-01",2016-10-31,"Marist College",707,44,45,45.6,50.8,"D",-0.0357180826020792,96,2,96,"GA"
"Georgia","2016","2016-11-08","2016-11-03","2016-11-06",2016-11-04,"Gravis Marketing",2002,44,48,45.6,50.8,"D",-0.0357180826020792,97,1,97,"GA"
"Georgia","2016","2016-11-08","2016-11-03","2016-11-05",2016-11-04,"YouGov",995,43,49,45.6,50.8,"D",-0.058707600826778,98,1,98,"GA"
"Georgia","2016","2016-11-08","2016-11-06","2016-11-06",2016-11-06,"Trafalgar Group",1250,45.11,51.58,45.6,50.8,"D",-0.0108037651000359,99,1,99,"GA"
"Hawaii","2016","2016-11-08","2016-11-01","2016-11-07",2016-11-04,"Google Consumer Surveys",73,43.62,28.72,62.2,30,"D",-0.354839238971651,100,1,100,"HI"
"Hawaii","2016","2016-11-08","2016-11-01","2016-11-07",2016-11-04,"SurveyMonkey",426,52,28,62.2,30,"D",-0.179111281163706,101,1,101,"HI"
"Hawaii","2016","2016-11-08","2016-10-23","2016-11-06",2016-10-30,"Ipsos",102,47.31,28.75,62.2,30,"D",-0.273633310102077,102,2,102,"HI"
"Idaho","2016","2016-11-08","2016-11-01","2016-11-07",2016-11-04,"Google Consumer Surveys",196,30.38,34.5,27.5,59.3,"D",0.0995984924951012,103,1,103,"ID"
"Idaho","2016","2016-11-08","2016-11-01","2016-11-07",2016-11-04,"SurveyMonkey",612,29,47,27.5,59.3,"D",0.0531098253139483,104,1,104,"ID"
"Idaho","2016","2016-11-08","2016-10-23","2016-11-06",2016-10-30,"Ipsos",205,30.06,53.26,27.5,59.3,"D",0.0890093796523028,105,2,105,"ID"
"Idaho","2016","2016-11-08","2016-10-21","2016-10-23",2016-10-22,"Emerson College",1023,23,52,27.5,59.3,"D",-0.178691788743376,106,3,106,"ID"
"Idaho","2016","2016-11-08","2016-10-23","2016-10-24",2016-10-23,"Rasmussen Reports/Pulse Opinion Research",750,29,48,27.5,59.3,"D",0.0531098253139483,107,3,107,"ID"
"Illinois","2016","2016-11-08","2016-11-01","2016-11-07",2016-11-04,"Google Consumer Surveys",1256,38.27,31.55,55.8,38.8,"D",-0.377107569949654,108,1,108,"IL"
"Illinois","2016","2016-11-08","2016-10-13","2016-10-13",2016-10-13,"Illinois Public Opinion Strategies",644,50,31.5,55.8,38.8,"D",-0.109750863959119,109,4,109,"IL"
"Illinois","2016","2016-11-08","2016-10-31","2016-11-06",2016-11-03,"Ipsos",482,51.3,39.08,55.8,38.8,"D",-0.0840831172105414,110,1,110,"IL"
"Illinois","2016","2016-11-08","2016-10-16","2016-10-18",2016-10-17,"Victory Research",1200,51.2,36.1,55.8,38.8,"D",-0.086034337341803,111,4,111,"IL"
"Illinois","2016","2016-11-08","2016-11-01","2016-11-07",2016-11-04,"SurveyMonkey",1823,52,35,55.8,38.8,"D",-0.0705301508058379,112,1,112,"IL"
"Illinois","2016","2016-11-08","2016-10-26","2016-10-27",2016-10-26,"Loras College",600,45,34,55.8,38.8,"D",-0.215111379616945,113,2,113,"IL"
"Illinois","2016","2016-11-08","2016-10-27","2016-10-30",2016-10-28,"Emerson College",500,53,41,55.8,38.8,"D",-0.0514819558351433,114,2,114,"IL"
"Indiana","2016","2016-11-08","2016-10-10","2016-10-16",2016-10-13,"Ball State University",544,37,43,37.9,56.8,"D",-0.0240331994441562,115,4,115,"IN"
"Indiana","2016","2016-11-08","2016-11-01","2016-11-07",2016-11-04,"Google Consumer Surveys",774,33.93,36.45,37.9,56.8,"D",-0.110651533292242,116,1,116,"IN"
"Indiana","2016","2016-11-08","2016-10-27","2016-10-30",2016-10-28,"Monmouth University",402,39,50,37.9,56.8,"D",0.0286105340412658,117,2,117,"IN"
"Indiana","2016","2016-11-08","2016-10-31","2016-11-06",2016-11-03,"Ipsos",303,37.79,53.68,37.9,56.8,"D",-0.00290659472698309,118,1,118,"IN"
"Indiana","2016","2016-11-08","2016-11-01","2016-11-07",2016-11-04,"SurveyMonkey",1700,35,52,37.9,56.8,"D",-0.079603050598967,119,1,119,"IN"
"Indiana","2016","2016-11-08","2016-10-30","2016-11-01",2016-10-31,"Gravis Marketing",399,39,49,37.9,56.8,"D",0.0286105340412658,120,2,120,"IN"
"Indiana","2016","2016-11-08","2016-11-01","2016-11-03",2016-11-02,"Public Opinion Strategies",600,37,48,37.9,56.8,"D",-0.0240331994441562,121,1,121,"IN"
"Iowa","2016","2016-11-08","2016-11-01","2016-11-07",2016-11-04,"Google Consumer Surveys",442,35.57,33.72,41.7,51.2,"D",-0.158998542844392,122,1,122,"IA"
"Iowa","2016","2016-11-08","2016-10-17","2016-11-06",2016-10-27,"Ipsos",416,44.07,43.87,41.7,51.2,"D",0.0552781500491398,123,2,123,"IA"
"Iowa","2016","2016-11-08","2016-11-01","2016-11-07",2016-11-04,"SurveyMonkey",1781,38,47,41.7,51.2,"D",-0.0929149690783701,124,1,124,"IA"
"Iowa","2016","2016-11-08","2016-10-20","2016-10-26",2016-10-23,"Quinnipiac University",791,44,44,41.7,51.2,"D",0.0536885051135053,125,3,125,"IA"
"Iowa","2016","2016-11-08","2016-11-01","2016-11-04",2016-11-02,"Selzer & Co.",800,39,46,41.7,51.2,"D",-0.0669394826751094,126,1,126,"IA"
"Iowa","2016","2016-11-08","2016-11-01","2016-11-02",2016-11-01,"RABA Research",1076,41,44,41.7,51.2,"D",-0.0169290621004481,127,2,127,"IA"
"Iowa","2016","2016-11-08","2016-11-01","2016-11-03",2016-11-02,"Emerson College",700,41,44,41.7,51.2,"D",-0.0169290621004481,128,1,128,"IA"
"Iowa","2016","2016-11-08","2016-11-01","2016-11-03",2016-11-02,"Loras College",500,44.2,43.4,41.7,51.2,"D",0.0582236602788967,129,1,129,"IA"
"Kansas","2016","2016-11-08","2016-11-01","2016-11-07",2016-11-04,"Google Consumer Surveys",355,41.28,31,36.1,56.7,"D",0.134085255834472,130,1,130,"KS"
"Kansas","2016","2016-11-08","2016-10-26","2016-10-30",2016-10-28,"SurveyUSA",624,38,49,36.1,56.7,"D",0.0512932943875505,131,2,131,"KS"
"Kansas","2016","2016-11-08","2016-10-17","2016-11-06",2016-10-27,"Ipsos",361,38.22,54.45,36.1,56.7,"D",0.0570660734732917,132,2,132,"KS"
"Kansas","2016","2016-11-08","2016-11-01","2016-11-07",2016-11-04,"SurveyMonkey",1311,36,49,36.1,56.7,"D",-0.00277392688272532,133,1,133,"KS"
"Kansas","2016","2016-11-08","2016-11-01","2016-11-03",2016-11-02,"Fort Hays State University",313,34,58,36.1,56.7,"D",-0.0599323407226738,134,1,134,"KS"
"Kentucky","2016","2016-11-08","2016-11-01","2016-11-07",2016-11-04,"Google Consumer Surveys",472,31.9,43.89,32.7,62.5,"D",-0.024769068112409,135,1,135,"KY"
"Kentucky","2016","2016-11-08","2016-11-01","2016-11-07",2016-11-04,"SurveyMonkey",1315,35,54,32.7,62.5,"D",0.0679729835862058,136,1,136,"KY"
"Kentucky","2016","2016-11-08","2016-10-24","2016-11-06",2016-10-30,"Ipsos",391,37.64,58.29,32.7,62.5,"D",0.140692236813971,137,2,137,"KY"
"Kentucky","2016","2016-11-08","2016-10-25","2016-10-30",2016-10-27,"Western Kentucky University",602,37,54,32.7,62.5,"D",0.123542834741017,138,2,138,"KY"
"Kentucky","2016","2016-11-08","2016-10-26","2016-10-28",2016-10-27,"Cygnal Political",811,32,56,32.7,62.5,"D",-0.0216391751034813,139,2,139,"KY"
"Louisiana","2016","2016-11-08","2016-11-01","2016-11-07",2016-11-04,"Google Consumer Surveys",320,21.92,53.7,38.5,58.1,"D",-0.563258779213924,140,1,140,"LA"
"Louisiana","2016","2016-11-08","2016-10-11","2016-10-15",2016-10-13,"JMC Enterprises",800,38,45,38.5,58.1,"D",-0.0130720815673528,141,4,141,"LA"
"Louisiana","2016","2016-11-08","2016-10-17","2016-11-06",2016-10-27,"Ipsos",461,36.12,51.56,38.5,58.1,"D",-0.0638115127449539,142,2,142,"LA"
"Louisiana","2016","2016-11-08","2016-10-15","2016-10-21",2016-10-18,"The Times-Picayune/Lucid",614,40,43,38.5,58.1,"D",0.0382212128201977,143,4,143,"LA"
"Louisiana","2016","2016-11-08","2016-10-15","2016-10-21",2016-10-18,"University of New Orleans",603,35,49,38.5,58.1,"D",-0.0953101798043249,144,4,144,"LA"
"Louisiana","2016","2016-11-08","2016-10-17","2016-10-19",2016-10-18,"Mason-Dixon Polling & Research, Inc.",625,34,54,38.5,58.1,"D",-0.124297716677577,145,4,145,"LA"
"Louisiana","2016","2016-11-08","2016-11-01","2016-11-07",2016-11-04,"SurveyMonkey",982,38,52,38.5,58.1,"D",-0.0130720815673528,146,1,146,"LA"
"Louisiana","2016","2016-11-08","2016-10-19","2016-10-21",2016-10-20,"Southern Media & Opinion Research",500,35,50,38.5,58.1,"D",-0.0953101798043249,147,3,147,"LA"
"Maine","2016","2016-11-08","2016-11-01","2016-11-07",2016-11-04,"Google Consumer Surveys",108,52.03,21.28,47.8,44.9,"D",0.0847948358048018,148,1,148,"ME"
"Maine","2016","2016-11-08","2016-10-24","2016-10-26",2016-10-25,"Maine People's Resource Center",812,42,37,47.8,44.9,"D",-0.129356021214042,149,3,149,"ME"
"Maine","2016","2016-11-08","2016-11-01","2016-11-07",2016-11-04,"SurveyMonkey",779,46,38,47.8,44.9,"D",-0.0383842430083152,150,1,150,"ME"
"Maine","2016","2016-11-08","2016-10-20","2016-10-25",2016-10-22,"University of New Hampshire",670,48,37,47.8,44.9,"D",0.00417537141048059,151,3,151,"ME"
"Maine","2016","2016-11-08","2016-10-23","2016-11-06",2016-10-30,"Ipsos",245,42.33,35.08,47.8,44.9,"D",-0.121529584964578,152,2,152,"ME"
"Maine","2016","2016-11-08","2016-10-28","2016-10-30",2016-10-29,"Emerson College",750,46,42,47.8,44.9,"D",-0.0383842430083152,153,2,153,"ME"
"Maryland","2016","2016-11-08","2016-11-01","2016-11-07",2016-11-04,"Google Consumer Surveys",498,44.82,31.28,60.3,33.9,"D",-0.296677635360359,154,1,154,"MD"
"Maryland","2016","2016-11-08","2016-10-24","2016-11-06",2016-10-30,"Ipsos",472,55.69,33.6,60.3,33.9,"D",-0.0795315061315625,155,2,155,"MD"
"Maryland","2016","2016-11-08","2016-11-01","2016-11-07",2016-11-04,"SurveyMonkey",1216,59,28,60.3,33.9,"D",-0.0217946598274202,156,1,156,"MD"
"Massachusetts","2016","2016-11-08","2016-11-01","2016-11-07",2016-11-04,"Google Consumer Surveys",562,47.84,25.89,60,32.8,"D",-0.226482452579724,157,1,157,"MA"
"Massachusetts","2016","2016-11-08","2016-10-13","2016-10-16",2016-10-14,"MassINC Polling Group",502,54,28,60,32.8,"D",-0.105360515657826,158,4,158,"MA"
"Massachusetts","2016","2016-11-08","2016-10-31","2016-11-06",2016-11-03,"Ipsos",365,53.14,35.79,60,32.8,"D",-0.121414621890433,159,1,159,"MA"
"Massachusetts","2016","2016-11-08","2016-11-01","2016-11-07",2016-11-04,"SurveyMonkey",1378,56,30,60,32.8,"D",-0.0689928714869514,160,1,160,"MA"
"Massachusetts","2016","2016-11-08","2016-10-23","2016-11-02",2016-10-28,"Western New England University",417,56,26,60,32.8,"D",-0.0689928714869514,161,2,161,"MA"
