"state","year","election_date","start_date","end_date","poll_date","pollster","sample_size","poll_dem","poll_rep","real_dem","real_rep","candidate","logp","id","week","row_id","Abbrev"
"West Virginia",2016,2016-11-08,2016-09-30,2016-10-20,2016-10-10,"Ipsos",129,39.5,55.84,26.4,68.5,"D",0.402936661754806,25,-4,49,"WV"
"West Virginia",2016,2016-11-08,2016-09-30,2016-10-20,2016-10-10,"Ipsos",129,39.5,55.84,26.4,68.5,"R",-0.204343286814063,25,-4,50,"WV"
"Colorado",2016,2016-11-08,2016-09-30,2016-10-13,2016-10-06,"Ipsos",561,46.61,40.89,48.2,43.3,"D",-0.0335439106719052,26,-4,51,"CO"
"Colorado",2016,2016-11-08,2016-09-30,2016-10-13,2016-10-06,"Ipsos",561,46.61,40.89,48.2,43.3,"R",-0.0572671006318932,26,-4,52,"CO"
"Washington",2016,2016-11-08,2016-09-30,2016-10-13,2016-10-06,"Ipsos",602,46.94,37.24,52.5,36.8,"D",-0.111942979174701,27,-4,53,"WA"
"Washington",2016,2016-11-08,2016-09-30,2016-10-13,2016-10-06,"Ipsos",602,46.94,37.24,52.5,36.8,"R",0.0118856072339813,27,-4,54,"WA"
"Indiana",2016,2016-11-08,2016-09-30,2016-10-13,2016-10-06,"Ipsos",434,38.27,47.14,37.9,56.8,"D",0.0097151873492304,28,-4,55,"IN"
"Indiana",2016,2016-11-08,2016-09-30,2016-10-13,2016-10-06,"Ipsos",434,38.27,47.14,37.9,56.8,"R",-0.186414428219121,28,-4,56,"IN"
"Wisconsin",2016,2016-11-08,2016-09-30,2016-10-13,2016-10-06,"Ipsos",622,41.56,37.39,46.5,47.2,"D",-0.112314146362284,29,-4,57,"WI"
"Wisconsin",2016,2016-11-08,2016-09-30,2016-10-13,2016-10-06,"Ipsos",622,41.56,37.39,46.5,47.2,"R",-0.232990603602487,29,-4,58,"WI"
"Minnesota",2016,2016-11-08,2016-09-30,2016-10-13,2016-10-06,"Ipsos",611,42.74,35.8,46.4,44.9,"D",-0.082164209341208,30,-4,59,"MN"
"Minnesota",2016,2016-11-08,2016-09-30,2016-10-13,2016-10-06,"Ipsos",611,42.74,35.8,46.4,44.9,"R",-0.226489901341554,30,-4,60,"MN"
"Massachusetts",2016,2016-11-08,2016-09-30,2016-10-13,2016-10-06,"Ipsos",598,54.07,28.57,60,32.8,"D",-0.104065058828187,31,-4,61,"MA"
"Massachusetts",2016,2016-11-08,2016-09-30,2016-10-13,2016-10-06,"Ipsos",598,54.07,28.57,60,32.8,"R",-0.138071299147416,31,-4,62,"MA"
"Georgia",2016,2016-11-08,2016-09-30,2016-10-13,2016-10-06,"Ipsos",645,41.51,50.04,45.6,50.8,"D",-0.0939733544553931,32,-4,63,"GA"
"Georgia",2016,2016-11-08,2016-09-30,2016-10-13,2016-10-06,"Ipsos",645,41.51,50.04,45.6,50.8,"R",-0.0150736689857258,32,-4,64,"GA"
"Virginia",2016,2016-11-08,2016-09-30,2016-10-13,2016-10-06,"Ipsos",884,49.22,38.8,49.7,44.4,"D",-0.00970488813967337,33,-4,65,"VA"
"Virginia",2016,2016-11-08,2016-09-30,2016-10-13,2016-10-06,"Ipsos",884,49.22,38.8,49.7,44.4,"R",-0.134819222808951,33,-4,66,"VA"
"New Jersey",2016,2016-11-08,2016-09-30,2016-10-13,2016-10-06,"Ipsos",953,49.93,32.23,55,41,"D",-0.096711160719953,34,-4,67,"NJ"
"New Jersey",2016,2016-11-08,2016-09-30,2016-10-13,2016-10-06,"Ipsos",953,49.93,32.23,55,41,"R",-0.240674370876961,34,-4,68,"NJ"
"Oregon",2016,2016-11-08,2016-09-30,2016-10-13,2016-10-06,"Ipsos",490,46.96,37.05,50.1,39.1,"D",-0.0647248325709781,35,-4,69,"OR"
"Oregon",2016,2016-11-08,2016-09-30,2016-10-13,2016-10-06,"Ipsos",490,46.96,37.05,50.1,39.1,"R",-0.0538541152492243,35,-4,70,"OR"
"Kentucky",2016,2016-11-08,2016-09-30,2016-10-13,2016-10-06,"Ipsos",336,39.38,53.08,32.7,62.5,"D",0.185882995307772,36,-4,71,"KY"
"Kentucky",2016,2016-11-08,2016-09-30,2016-10-13,2016-10-06,"Ipsos",336,39.38,53.08,32.7,62.5,"R",-0.163366347278349,36,-4,72,"KY"
"Alabama",2016,2016-11-08,2016-09-30,2016-10-13,2016-10-06,"Ipsos",341,38.3,53.84,34.4,62.1,"D",0.107393331807248,37,-4,73,"AL"
"Alabama",2016,2016-11-08,2016-09-30,2016-10-13,2016-10-06,"Ipsos",341,38.3,53.84,34.4,62.1,"R",-0.142729303602961,37,-4,74,"AL"
"Utah",2016,2016-11-08,2016-09-30,2016-10-20,2016-10-10,"Ipsos",249,29.5,40.87,27.5,45.5,"D",0.0702042586732486,38,-4,75,"UT"
"Utah",2016,2016-11-08,2016-09-30,2016-10-20,2016-10-10,"Ipsos",249,29.5,40.87,27.5,45.5,"R",-0.107316028380719,38,-4,76,"UT"
"Montana",2016,2016-11-08,2016-10-03,2016-10-10,2016-10-06,"Montana State University Billings",590,27,43,35.8,56.2,"D",-0.282111027402326,39,-4,77,"MT"
"Montana",2016,2016-11-08,2016-10-03,2016-10-10,2016-10-06,"Montana State University Billings",590,27,43,35.8,56.2,"R",-0.267716641206083,39,-4,78,"MT"
"Oregon",2016,2016-11-08,2016-10-04,2016-10-14,2016-10-09,"Riley Research Associates",608,46,36,50.1,39.1,"D",-0.0853796116017242,40,-4,79,"OR"
"Oregon",2016,2016-11-08,2016-10-04,2016-10-14,2016-10-09,"Riley Research Associates",608,46,36,50.1,39.1,"R",-0.0826035285352101,40,-4,80,"OR"
"Texas",2016,2016-11-08,2016-10-04,2016-11-06,2016-10-20,"YouGov",5874,36.8,44.7,43.2,52.2,"D",-0.16034265007518,41,-2,81,"TX"
"Texas",2016,2016-11-08,2016-10-04,2016-11-06,2016-10-20,"YouGov",5874,36.8,44.7,43.2,52.2,"R",-0.15510899326907,41,-2,82,"TX"
"California",2016,2016-11-08,2016-10-04,2016-11-06,2016-10-20,"YouGov",8746,51.8,30.4,61.7,31.6,"D",-0.174893781645905,42,-2,83,"CA"
"California",2016,2016-11-08,2016-10-04,2016-11-06,2016-10-20,"YouGov",8746,51.8,30.4,61.7,31.6,"R",-0.0387145121806905,42,-2,84,"CA"
"Illinois",2016,2016-11-08,2016-10-04,2016-11-06,2016-10-20,"YouGov",3448,48.3,33.1,55.8,38.8,"D",-0.144342308728738,43,-2,85,"IL"
"Illinois",2016,2016-11-08,2016-10-04,2016-11-06,2016-10-20,"YouGov",3448,48.3,33.1,55.8,38.8,"R",-0.15888696424621,43,-2,86,"IL"
"New York",2016,2016-11-08,2016-10-04,2016-11-06,2016-10-20,"YouGov",4663,52.7,31.4,59,36.5,"D",-0.112921988358403,44,-2,87,"NY"
"New York",2016,2016-11-08,2016-10-04,2016-11-06,2016-10-20,"YouGov",4663,52.7,31.4,59,36.5,"R",-0.150504367674238,44,-2,88,"NY"
"Pennsylvania",2016,2016-11-08,2016-10-04,2016-11-06,2016-10-20,"YouGov",3704,42.7,41.2,47.5,48.2,"D",-0.106530790806017,45,-2,89,"PA"
"Pennsylvania",2016,2016-11-08,2016-10-04,2016-11-06,2016-10-20,"YouGov",3704,42.7,41.2,47.5,48.2,"R",-0.156920764701074,45,-2,90,"PA"
"Florida",2016,2016-11-08,2016-10-04,2016-11-06,2016-10-20,"YouGov",5371,44,42.9,47.8,49,"D",-0.0828360055791491,46,-2,91,"FL"
"Florida",2016,2016-11-08,2016-10-04,2016-11-06,2016-10-20,"YouGov",5371,44,42.9,47.8,49,"R",-0.132948472176655,46,-2,92,"FL"
"Ohio",2016,2016-11-08,2016-10-04,2016-11-06,2016-10-20,"YouGov",3455,43.2,41.5,43.6,51.7,"D",-0.00921665510492395,47,-2,93,"OH"
"Ohio",2016,2016-11-08,2016-10-04,2016-11-06,2016-10-20,"YouGov",3455,43.2,41.5,43.6,51.7,"R",-0.219764354277731,47,-2,94,"OH"
"Virginia",2016,2016-11-08,2016-10-04,2016-11-06,2016-10-20,"YouGov",2460,46.1,37,49.7,44.4,"D",-0.0751919830999802,48,-2,95,"VA"
"Virginia",2016,2016-11-08,2016-10-04,2016-11-06,2016-10-20,"YouGov",2460,46.1,37,49.7,44.4,"R",-0.182321556793955,48,-2,96,"VA"
"New Jersey",2016,2016-11-08,2016-10-04,2016-11-06,2016-10-20,"YouGov",2377,47.7,35.7,55,41,"D",-0.142401787338175,49,-2,97,"NJ"
"New Jersey",2016,2016-11-08,2016-10-04,2016-11-06,2016-10-20,"YouGov",2377,47.7,35.7,55,41,"R",-0.138421377918714,49,-2,98,"NJ"
"North Carolina",2016,2016-11-08,2016-10-04,2016-11-06,2016-10-20,"YouGov",2916,43.5,41.3,46.2,49.8,"D",-0.0602188599930548,50,-2,99,"NC"
"North Carolina",2016,2016-11-08,2016-10-04,2016-11-06,2016-10-20,"YouGov",2916,43.5,41.3,46.2,49.8,"R",-0.18715248406362,50,-2,100,"NC"
"Massachusetts",2016,2016-11-08,2016-10-04,2016-11-06,2016-10-20,"YouGov",1963,51.3,28.6,60,32.8,"D",-0.156653810045377,51,-2,101,"MA"
"Massachusetts",2016,2016-11-08,2016-10-04,2016-11-06,2016-10-20,"YouGov",1963,51.3,28.6,60,32.8,"R",-0.137021797564291,51,-2,102,"MA"
"Michigan",2016,2016-11-08,2016-10-04,2016-11-06,2016-10-20,"YouGov",3014,42,36,47.3,47.5,"D",-0.118840677214519,52,-2,103,"MI"
"Michigan",2016,2016-11-08,2016-10-04,2016-11-06,2016-10-20,"YouGov",3014,42,36,47.3,47.5,"R",-0.277210772584486,52,-2,104,"MI"
"Indiana",2016,2016-11-08,2016-10-04,2016-11-06,2016-10-20,"YouGov",1742,36.6,43.8,37.9,56.8,"D",-0.03490287168106,53,-2,105,"IN"
"Indiana",2016,2016-11-08,2016-10-04,2016-11-06,2016-10-20,"YouGov",1742,36.6,43.8,37.9,56.8,"R",-0.259902508344705,53,-2,106,"IN"
"Minnesota",2016,2016-11-08,2016-10-04,2016-11-06,2016-10-20,"YouGov",1736,42.3,35.9,46.4,44.9,"D",-0.0925123731799773,54,-2,107,"MN"
"Minnesota",2016,2016-11-08,2016-10-04,2016-11-06,2016-10-20,"YouGov",1736,42.3,35.9,46.4,44.9,"R",-0.223700499253975,54,-2,108,"MN"
"Tennessee",2016,2016-11-08,2016-10-04,2016-11-06,2016-10-20,"YouGov",1729,33.9,48.3,34.7,60.7,"D",-0.023324672566409,55,-2,109,"TN"
"Tennessee",2016,2016-11-08,2016-10-04,2016-11-06,2016-10-20,"YouGov",1729,33.9,48.3,34.7,60.7,"R",-0.228512137406926,55,-2,110,"TN"
"Georgia",2016,2016-11-08,2016-10-04,2016-11-06,2016-10-20,"YouGov",2663,40.5,45.4,45.6,50.8,"D",-0.118605742407847,56,-2,111,"GA"
"Georgia",2016,2016-11-08,2016-10-04,2016-11-06,2016-10-20,"YouGov",2663,40.5,45.4,45.6,50.8,"R",-0.112384249537134,56,-2,112,"GA"
"Maryland",2016,2016-11-08,2016-10-04,2016-11-06,2016-10-20,"YouGov",1652,55,29.2,60.3,33.9,"D",-0.0919989185006688,57,-2,113,"MD"
"Maryland",2016,2016-11-08,2016-10-04,2016-11-06,2016-10-20,"YouGov",1652,55,29.2,60.3,33.9,"R",-0.149246305112168,57,-2,114,"MD"
"Washington",2016,2016-11-08,2016-10-04,2016-11-06,2016-10-20,"YouGov",1985,47.4,31.7,52.5,36.8,"D",-0.102190940896547,58,-2,115,"WA"
"Washington",2016,2016-11-08,2016-10-04,2016-11-06,2016-10-20,"YouGov",1985,47.4,31.7,52.5,36.8,"R",-0.14918116429165,58,-2,116,"WA"
"Missouri",2016,2016-11-08,2016-10-04,2016-11-06,2016-10-20,"YouGov",1814,35.8,43.3,38.1,56.8,"D",-0.0622663887260008,59,-2,117,"MO"
"Missouri",2016,2016-11-08,2016-10-04,2016-11-06,2016-10-20,"YouGov",1814,35.8,43.3,38.1,56.8,"R",-0.271383690718661,59,-2,118,"MO"
"Wisconsin",2016,2016-11-08,2016-10-04,2016-11-06,2016-10-20,"YouGov",1794,42.2,37.7,46.5,47.2,"D",-0.0970320915513444,60,-2,119,"WI"
"Wisconsin",2016,2016-11-08,2016-10-04,2016-11-06,2016-10-20,"YouGov",1794,42.2,37.7,46.5,47.2,"R",-0.224733798137545,60,-2,120,"WI"
"Alabama",2016,2016-11-08,2016-10-04,2016-11-06,2016-10-20,"YouGov",1388,31.6,52.6,34.4,62.1,"D",-0.0848994437864862,61,-2,121,"AL"
"Alabama",2016,2016-11-08,2016-10-04,2016-11-06,2016-10-20,"YouGov",1388,31.6,52.6,34.4,62.1,"R",-0.166029869195769,61,-2,122,"AL"
"Louisiana",2016,2016-11-08,2016-10-04,2016-11-06,2016-10-20,"YouGov",1355,35.9,47.3,38.5,58.1,"D",-0.0699209457995054,62,-2,123,"LA"
"Louisiana",2016,2016-11-08,2016-10-04,2016-11-06,2016-10-20,"YouGov",1355,35.9,47.3,38.5,58.1,"R",-0.205655368359978,62,-2,124,"LA"
"Arizona",2016,2016-11-08,2016-10-04,2016-11-06,2016-10-20,"YouGov",1567,37.8,46.3,45.1,48.7,"D",-0.176573143883091,63,-2,125,"AZ"
"Arizona",2016,2016-11-08,2016-10-04,2016-11-06,2016-10-20,"YouGov",1567,37.8,46.3,45.1,48.7,"R",-0.0505370689963558,63,-2,126,"AZ"
"Colorado",2016,2016-11-08,2016-10-04,2016-11-06,2016-10-20,"YouGov",1556,42.1,36.9,48.2,43.3,"D",-0.135311280368219,64,-2,127,"CO"
"Colorado",2016,2016-11-08,2016-10-04,2016-11-06,2016-10-20,"YouGov",1556,42.1,36.9,48.2,43.3,"R",-0.159941083961963,64,-2,128,"CO"
"Kentucky",2016,2016-11-08,2016-10-04,2016-11-06,2016-10-20,"YouGov",1229,32.2,52.2,32.7,62.5,"D",-0.0154086253528451,65,-2,129,"KY"
"Kentucky",2016,2016-11-08,2016-10-04,2016-11-06,2016-10-20,"YouGov",1229,32.2,52.2,32.7,62.5,"R",-0.180084061853763,65,-2,130,"KY"
"South Carolina",2016,2016-11-08,2016-10-04,2016-11-06,2016-10-20,"YouGov",1298,35.6,46.6,40.7,54.9,"D",-0.133882454590564,66,-2,131,"SC"
"South Carolina",2016,2016-11-08,2016-10-04,2016-11-06,2016-10-20,"YouGov",1298,35.6,46.6,40.7,54.9,"R",-0.163912807383885,66,-2,132,"SC"
"Oregon",2016,2016-11-08,2016-10-04,2016-11-06,2016-10-20,"YouGov",1112,43.8,36,50.1,39.1,"D",-0.134387190708419,67,-2,133,"OR"
"Oregon",2016,2016-11-08,2016-10-04,2016-11-06,2016-10-20,"YouGov",1112,43.8,36,50.1,39.1,"R",-0.0826035285352101,67,-2,134,"OR"
"Iowa",2016,2016-11-08,2016-10-04,2016-11-06,2016-10-20,"YouGov",972,40.4,37.3,41.7,51.2,"D",-0.0316713438376515,68,-2,135,"IA"
"Iowa",2016,2016-11-08,2016-10-04,2016-11-06,2016-10-20,"YouGov",972,40.4,37.3,41.7,51.2,"R",-0.316746205395692,68,-2,136,"IA"
"Connecticut",2016,2016-11-08,2016-10-04,2016-11-06,2016-10-20,"YouGov",955,46.6,35.8,54.6,40.9,"D",-0.158433341619259,69,-2,137,"CT"
"Connecticut",2016,2016-11-08,2016-10-04,2016-11-06,2016-10-20,"YouGov",955,46.6,35.8,54.6,40.9,"R",-0.133182169642102,69,-2,138,"CT"
"Oklahoma",2016,2016-11-08,2016-10-04,2016-11-06,2016-10-20,"YouGov",949,26.8,53.4,28.9,65.3,"D",-0.0754397076015754,70,-2,139,"OK"
"Oklahoma",2016,2016-11-08,2016-10-04,2016-11-06,2016-10-20,"YouGov",949,26.8,53.4,28.9,65.3,"R",-0.201181290316236,70,-2,140,"OK"
"Mississippi",2016,2016-11-08,2016-10-04,2016-11-06,2016-10-20,"YouGov",861,39.5,45.5,40.1,57.9,"D",-0.0150756624054474,71,-2,141,"MS"
"Mississippi",2016,2016-11-08,2016-10-04,2016-11-06,2016-10-20,"YouGov",861,39.5,45.5,40.1,57.9,"R",-0.241005058622045,71,-2,142,"MS"
"Kansas",2016,2016-11-08,2016-10-04,2016-11-06,2016-10-20,"YouGov",776,31.6,47.5,36.1,56.7,"D",-0.133135744745969,72,-2,143,"KS"
"Kansas",2016,2016-11-08,2016-10-04,2016-11-06,2016-10-20,"YouGov",776,31.6,47.5,36.1,56.7,"R",-0.177044499693111,72,-2,144,"KS"
"Arkansas",2016,2016-11-08,2016-10-04,2016-11-06,2016-10-20,"YouGov",736,30.5,48,33.7,60.6,"D",-0.0997711537449502,73,-2,145,"AR"
"Arkansas",2016,2016-11-08,2016-10-04,2016-11-06,2016-10-20,"YouGov",736,30.5,48,33.7,60.6,"R",-0.233093882167378,73,-2,146,"AR"
"Nevada",2016,2016-11-08,2016-10-04,2016-11-06,2016-10-20,"YouGov",656,42.5,40.9,47.9,45.5,"D",-0.119611428486498,74,-2,147,"NV"
"Nevada",2016,2016-11-08,2016-10-04,2016-11-06,2016-10-20,"YouGov",656,42.5,40.9,47.9,45.5,"R",-0.106582262908149,74,-2,148,"NV"
"Nebraska",2016,2016-11-08,2016-10-04,2016-11-06,2016-10-20,"YouGov",506,32.3,44.9,33.7,58.7,"D",-0.0424306071297054,75,-2,149,"NE"
"Nebraska",2016,2016-11-08,2016-10-04,2016-11-06,2016-10-20,"YouGov",506,32.3,44.9,33.7,58.7,"R",-0.268001932085842,75,-2,150,"NE"
"West Virginia",2016,2016-11-08,2016-10-04,2016-11-06,2016-10-20,"YouGov",472,25.7,54,26.4,68.5,"D",-0.0268730182510963,76,-2,151,"WV"
"West Virginia",2016,2016-11-08,2016-10-04,2016-11-06,2016-10-20,"YouGov",472,25.7,54,26.4,68.5,"R",-0.237849698703905,76,-2,152,"WV"
"New Mexico",2016,2016-11-08,2016-10-04,2016-11-06,2016-10-20,"YouGov",508,41.7,34.6,48.3,40,"D",-0.146930431853771,77,-2,153,"NM"
"New Mexico",2016,2016-11-08,2016-10-04,2016-11-06,2016-10-20,"YouGov",508,41.7,34.6,48.3,40,"R",-0.145025772050258,77,-2,154,"NM"
"Maine",2016,2016-11-08,2016-10-04,2016-11-06,2016-10-20,"YouGov",437,38.7,34,47.8,44.9,"D",-0.211186039461674,78,-2,155,"ME"
"Maine",2016,2016-11-08,2016-10-04,2016-11-06,2016-10-20,"YouGov",437,38.7,34,47.8,44.9,"R",-0.278077270132047,78,-2,156,"ME"
"Idaho",2016,2016-11-08,2016-10-04,2016-11-06,2016-10-20,"YouGov",416,25.3,44.8,27.5,59.3,"D",-0.083381608939051,79,-2,157,"ID"
"Idaho",2016,2016-11-08,2016-10-04,2016-11-06,2016-10-20,"YouGov",416,25.3,44.8,27.5,59.3,"R",-0.28040116658274,79,-2,158,"ID"
"New Hampshire",2016,2016-11-08,2016-10-04,2016-11-06,2016-10-20,"YouGov",430,43,34.4,47,46.6,"D",-0.0889474860164962,80,-2,159,"NH"
"New Hampshire",2016,2016-11-08,2016-10-04,2016-11-06,2016-10-20,"YouGov",430,43,34.4,47,46.6,"R",-0.303543976752248,80,-2,160,"NH"
"Montana",2016,2016-11-08,2016-10-04,2016-11-06,2016-10-20,"YouGov",307,31.7,44.1,35.8,56.2,"D",-0.12163121252342,81,-2,161,"MT"
