"state","year","election_date","start_date","end_date","poll_date","pollster","sample_size","poll_dem","poll_rep","real_dem","real_rep","candidate","logp","id","week","row_id","Abbrev"
"Arizona",2016,2016-11-08,2016-10-28,2016-10-31,2016-10-29,"Emerson College",700,43,47,45.1,48.7,"R",-0.0355314283784855,20,-1,40,"AZ"
"Arizona",2016,2016-11-08,2016-10-30,2016-11-01,2016-10-31,"Marist College",719,40,45,45.1,48.7,"D",-0.120002792394696,21,-1,41,"AZ"
"Arizona",2016,2016-11-08,2016-10-30,2016-11-01,2016-10-31,"Marist College",719,40,45,45.1,48.7,"R",-0.0790165403182244,21,-1,42,"AZ"
"Arizona",2016,2016-11-08,2016-11-03,2016-11-06,2016-11-04,"Gravis Marketing",1453,43,45,45.1,48.7,"D",-0.0476821308150703,22,0,43,"AZ"
"Arizona",2016,2016-11-08,2016-11-03,2016-11-06,2016-11-04,"Gravis Marketing",1453,43,45,45.1,48.7,"R",-0.0790165403182244,22,0,44,"AZ"
"Arizona",2016,2016-11-08,2016-11-04,2016-11-06,2016-11-05,"Insights West",392,45,47,45.1,48.7,"D",-0.00221975673831289,23,0,45,"AZ"
"Arizona",2016,2016-11-08,2016-11-04,2016-11-06,2016-11-05,"Insights West",392,45,47,45.1,48.7,"R",-0.0355314283784855,23,0,46,"AZ"
"Arkansas",2016,2016-11-08,2016-11-01,2016-11-07,2016-11-04,"Google Consumer Surveys",207,30.81,46.85,33.7,60.6,"D",-0.0896585247497396,24,0,47,"AR"
"Arkansas",2016,2016-11-08,2016-11-01,2016-11-07,2016-11-04,"Google Consumer Surveys",207,30.81,46.85,33.7,60.6,"R",-0.257343884390837,24,0,48,"AR"
"Arkansas",2016,2016-11-08,2016-10-17,2016-11-06,2016-10-27,"Ipsos",331,38.14,53.35,33.7,60.6,"D",0.123765762813957,25,-1,49,"AR"
"Arkansas",2016,2016-11-08,2016-10-17,2016-11-06,2016-10-27,"Ipsos",331,38.14,53.35,33.7,60.6,"R",-0.127420915327506,25,-1,50,"AR"
"Arkansas",2016,2016-11-08,2016-11-01,2016-11-07,2016-11-04,"SurveyMonkey",930,32,56,33.7,60.6,"D",-0.0517619345585896,26,0,51,"AR"
"Arkansas",2016,2016-11-08,2016-11-01,2016-11-07,2016-11-04,"SurveyMonkey",930,32,56,33.7,60.6,"R",-0.0789432023401196,26,0,52,"AR"
"Arkansas",2016,2016-11-08,2016-10-18,2016-10-25,2016-10-21,"University of Arkansas",585,31.3,51.1,33.7,60.6,"D",-0.0738797398122085,27,-2,53,"AR"
"Arkansas",2016,2016-11-08,2016-10-18,2016-10-25,2016-10-21,"University of Arkansas",585,31.3,51.1,33.7,60.6,"R",-0.17051039586561,27,-2,54,"AR"
"Arkansas",2016,2016-11-08,2016-10-21,2016-10-21,2016-10-21,"Hendrix College",463,32.5,56,33.7,60.6,"D",-0.0362577480226244,28,-2,55,"AR"
"Arkansas",2016,2016-11-08,2016-10-21,2016-10-21,2016-10-21,"Hendrix College",463,32.5,56,33.7,60.6,"R",-0.0789432023401196,28,-2,56,"AR"
"California",2016,2016-11-08,2016-11-01,2016-11-07,2016-11-04,"Google Consumer Surveys",1616,47.88,26.4,61.7,31.6,"D",-0.25358605022157,29,0,57,"CA"
"California",2016,2016-11-08,2016-11-01,2016-11-07,2016-11-04,"Google Consumer Surveys",1616,47.88,26.4,61.7,31.6,"R",-0.179793110440596,29,0,58,"CA"
"California",2016,2016-11-08,2016-10-28,2016-10-31,2016-10-29,"SurveyUSA",747,56,35,61.7,31.6,"D",-0.096932240176193,30,-1,59,"CA"
"California",2016,2016-11-08,2016-10-28,2016-10-31,2016-10-29,"SurveyUSA",747,56,35,61.7,31.6,"R",0.102190940896547,30,-1,60,"CA"
"California",2016,2016-11-08,2016-10-14,2016-10-23,2016-10-18,"Public Policy Institute of California",1024,54,28,61.7,31.6,"D",-0.133299884347068,31,-3,61,"CA"
"California",2016,2016-11-08,2016-10-14,2016-10-23,2016-10-18,"Public Policy Institute of California",1024,54,28,61.7,31.6,"R",-0.120952610417663,31,-3,62,"CA"
"California",2016,2016-11-08,2016-10-31,2016-11-06,2016-11-03,"Ipsos",726,58.85,31.74,61.7,31.6,"D",-0.0472920972050564,32,0,63,"CA"
"California",2016,2016-11-08,2016-10-31,2016-11-06,2016-11-03,"Ipsos",726,58.85,31.74,61.7,31.6,"R",0.00442059450539639,32,0,64,"CA"
"California",2016,2016-11-08,2016-11-01,2016-11-07,2016-11-04,"SurveyMonkey",2712,56,31,61.7,31.6,"D",-0.096932240176193,33,0,65,"CA"
"California",2016,2016-11-08,2016-11-01,2016-11-07,2016-11-04,"SurveyMonkey",2712,56,31,61.7,31.6,"R",-0.0191699161077202,33,0,66,"CA"
"California",2016,2016-11-08,2016-10-22,2016-10-30,2016-10-26,"Greenberg Quinlan Rosner/American Viewpoint",1382,54,30,61.7,31.6,"D",-0.133299884347068,34,-1,67,"CA"
"California",2016,2016-11-08,2016-10-22,2016-10-30,2016-10-26,"Greenberg Quinlan Rosner/American Viewpoint",1382,54,30,61.7,31.6,"R",-0.0519597389307111,34,-1,68,"CA"
"California",2016,2016-11-08,2016-10-25,2016-10-31,2016-10-28,"YouGov",1498,53,33,61.7,31.6,"D",-0.15199201735922,35,-1,69,"CA"
"California",2016,2016-11-08,2016-10-25,2016-10-31,2016-10-28,"YouGov",1498,53,33,61.7,31.6,"R",0.0433504408736138,35,-1,70,"CA"
"California",2016,2016-11-08,2016-11-04,2016-11-06,2016-11-05,"Insights West",401,58,35,61.7,31.6,"D",-0.0618409203649228,36,0,71,"CA"
"California",2016,2016-11-08,2016-11-04,2016-11-06,2016-11-05,"Insights West",401,58,35,61.7,31.6,"R",0.102190940896547,36,0,72,"CA"
"Colorado",2016,2016-11-08,2016-10-10,2016-10-16,2016-10-13,"Quinnipiac University",685,45,37,48.2,43.3,"D",-0.068696531286235,37,-3,73,"CO"
"Colorado",2016,2016-11-08,2016-10-10,2016-10-16,2016-10-13,"Quinnipiac University",685,45,37,48.2,43.3,"R",-0.15723472236422,37,-3,74,"CO"
"Colorado",2016,2016-11-08,2016-11-01,2016-11-07,2016-11-04,"Google Consumer Surveys",666,47.11,29.95,48.2,43.3,"D",-0.0228737283446049,38,0,75,"CO"
"Colorado",2016,2016-11-08,2016-11-01,2016-11-07,2016-11-04,"Google Consumer Surveys",666,47.11,29.95,48.2,43.3,"R",-0.368623310446986,38,0,76,"CO"
"Colorado",2016,2016-11-08,2016-11-01,2016-11-02,2016-11-01,"Magellan Strategies",500,44.1,37.6,48.2,43.3,"D",-0.0888992386037543,39,-1,77,"CO"
"Colorado",2016,2016-11-08,2016-11-01,2016-11-02,2016-11-01,"Magellan Strategies",500,44.1,37.6,48.2,43.3,"R",-0.141148584612595,39,-1,78,"CO"
"Colorado",2016,2016-11-08,2016-11-03,2016-11-06,2016-11-04,"Gravis Marketing",1378,44,43,48.2,43.3,"D",-0.0911693871382935,40,0,79,"CO"
"Colorado",2016,2016-11-08,2016-11-03,2016-11-06,2016-11-04,"Gravis Marketing",1378,44,43,48.2,43.3,"R",-0.00695251931488164,40,0,80,"CO"
"Colorado",2016,2016-11-08,2016-10-24,2016-11-06,2016-10-30,"Ipsos",536,47.71,42.33,48.2,43.3,"D",-0.0102180015285391,41,-1,81,"CO"
"Colorado",2016,2016-11-08,2016-10-24,2016-11-06,2016-10-30,"Ipsos",536,47.71,42.33,48.2,43.3,"R",-0.0226565804756118,41,-1,82,"CO"
"Colorado",2016,2016-11-08,2016-10-17,2016-10-24,2016-10-20,"University of Colorado",1004,44,34,48.2,43.3,"D",-0.0911693871382935,42,-2,83,"CO"
"Colorado",2016,2016-11-08,2016-10-17,2016-10-24,2016-10-20,"University of Colorado",1004,44,34,48.2,43.3,"R",-0.241792110392283,42,-2,84,"CO"
"Colorado",2016,2016-11-08,2016-11-01,2016-11-07,2016-11-04,"SurveyMonkey",2777,43,40,48.2,43.3,"D",-0.114158905362992,43,0,85,"CO"
"Colorado",2016,2016-11-08,2016-11-01,2016-11-07,2016-11-04,"SurveyMonkey",2777,43,40,48.2,43.3,"R",-0.0792731808945078,43,0,86,"CO"
"Colorado",2016,2016-11-08,2016-11-01,2016-11-02,2016-11-01,"Remington Research Group",1863,42,41,48.2,43.3,"D",-0.137689402773186,44,-1,87,"CO"
"Colorado",2016,2016-11-08,2016-11-01,2016-11-02,2016-11-01,"Remington Research Group",1863,42,41,48.2,43.3,"R",-0.0545805683041363,44,-1,88,"CO"
"Colorado",2016,2016-11-08,2016-10-26,2016-10-28,2016-10-27,"YouGov",997,42,39,48.2,43.3,"D",-0.137689402773186,45,-1,89,"CO"
"Colorado",2016,2016-11-08,2016-10-26,2016-10-28,2016-10-27,"YouGov",997,42,39,48.2,43.3,"R",-0.104590988878798,45,-1,90,"CO"
"Colorado",2016,2016-11-08,2016-10-28,2016-10-31,2016-10-29,"Emerson College",750,44,41,48.2,43.3,"D",-0.0911693871382935,46,-1,91,"CO"
"Colorado",2016,2016-11-08,2016-10-28,2016-10-31,2016-10-29,"Emerson College",750,44,41,48.2,43.3,"R",-0.0545805683041363,46,-1,92,"CO"
"Colorado",2016,2016-11-08,2016-10-28,2016-11-01,2016-10-30,"The Times-Picayune/Lucid",972,44,37,48.2,43.3,"D",-0.0911693871382935,47,-1,93,"CO"
"Colorado",2016,2016-11-08,2016-10-28,2016-11-01,2016-10-30,"The Times-Picayune/Lucid",972,44,37,48.2,43.3,"R",-0.15723472236422,47,-1,94,"CO"
"Colorado",2016,2016-11-08,2016-10-29,2016-10-31,2016-10-30,"University of Denver",550,39,39,48.2,43.3,"D",-0.211797374926908,48,-1,95,"CO"
"Colorado",2016,2016-11-08,2016-10-29,2016-10-31,2016-10-30,"University of Denver",550,39,39,48.2,43.3,"R",-0.104590988878798,48,-1,96,"CO"
"Colorado",2016,2016-11-08,2016-10-31,2016-11-03,2016-11-01,"Trafalgar Group",1150,44.77,44.33,48.2,43.3,"D",-0.0738207488036804,49,-1,97,"CO"
"Colorado",2016,2016-11-08,2016-10-31,2016-11-03,2016-11-01,"Trafalgar Group",1150,44.77,44.33,48.2,43.3,"R",0.0235090137485179,49,-1,98,"CO"
"Colorado",2016,2016-11-08,2016-11-02,2016-11-03,2016-11-02,"Keating Research",605,43,38,48.2,43.3,"D",-0.114158905362992,50,0,99,"CO"
"Colorado",2016,2016-11-08,2016-11-02,2016-11-03,2016-11-02,"Keating Research",605,43,38,48.2,43.3,"R",-0.130566475282058,50,0,100,"CO"
"Colorado",2016,2016-11-08,2016-11-03,2016-11-04,2016-11-03,"Public Policy Polling",704,48,43,48.2,43.3,"D",-0.00415801014866379,51,0,101,"CO"
"Colorado",2016,2016-11-08,2016-11-03,2016-11-04,2016-11-03,"Public Policy Polling",704,48,43,48.2,43.3,"R",-0.00695251931488164,51,0,102,"CO"
"Connecticut",2016,2016-11-08,2016-11-01,2016-11-07,2016-11-04,"Google Consumer Surveys",416,38.62,29.29,54.6,40.9,"D",-0.346263605750491,52,0,103,"CT"
"Connecticut",2016,2016-11-08,2016-11-01,2016-11-07,2016-11-04,"Google Consumer Surveys",416,38.62,29.29,54.6,40.9,"R",-0.333883902209114,52,0,104,"CT"
"Connecticut",2016,2016-11-08,2016-11-01,2016-11-07,2016-11-04,"SurveyMonkey",1387,52,36,54.6,40.9,"D",-0.0487901641694321,53,0,105,"CT"
"Connecticut",2016,2016-11-08,2016-11-01,2016-11-07,2016-11-04,"SurveyMonkey",1387,52,36,54.6,40.9,"R",-0.127611124592646,53,0,106,"CT"
"Connecticut",2016,2016-11-08,2016-10-24,2016-11-06,2016-10-30,"Ipsos",351,49.76,39.7,54.6,40.9,"D",-0.0928224343199354,54,-1,107,"CT"
"Connecticut",2016,2016-11-08,2016-10-24,2016-11-06,2016-10-30,"Ipsos",351,49.76,39.7,54.6,40.9,"R",-0.0297788753556112,54,-1,108,"CT"
"Delaware",2016,2016-11-08,2016-11-01,2016-11-07,2016-11-04,"Google Consumer Surveys",149,41.91,30.38,53.1,41.7,"D",-0.236652466310913,55,0,109,"DE"
"Delaware",2016,2016-11-08,2016-11-01,2016-11-07,2016-11-04,"Google Consumer Surveys",149,41.91,30.38,53.1,41.7,"R",-0.316716631637129,55,0,110,"DE"
"Delaware",2016,2016-11-08,2016-11-01,2016-11-07,2016-11-04,"SurveyMonkey",367,50,39,53.1,41.7,"D",-0.0601539228197472,56,0,111,"DE"
"Delaware",2016,2016-11-08,2016-11-01,2016-11-07,2016-11-04,"SurveyMonkey",367,50,39,53.1,41.7,"R",-0.0669394826751094,56,0,112,"DE"
"Delaware",2016,2016-11-08,2016-10-23,2016-11-06,2016-10-30,"Ipsos",138,52.03,36.42,53.1,41.7,"D",-0.020356452945681,57,-1,113,"DE"
"Delaware",2016,2016-11-08,2016-10-23,2016-11-06,2016-10-30,"Ipsos",138,52.03,36.42,53.1,41.7,"R",-0.135383054505294,57,-1,114,"DE"
"District of Columbia",2016,2016-11-08,2016-11-01,2016-11-07,2016-11-04,"Google Consumer Surveys",86,53.62,10.62,90.5,4.1,"D",-0.523427717898067,58,0,115,"DC"
"District of Columbia",2016,2016-11-08,2016-11-01,2016-11-07,2016-11-04,"Google Consumer Surveys",86,53.62,10.62,90.5,4.1,"R",0.951752042103531,58,0,116,"DC"
"District of Columbia",2016,2016-11-08,2016-11-01,2016-11-07,2016-11-04,"SurveyMonkey",310,85,7,90.5,4.1,"D",-0.0626985942155639,59,0,117,"DC"
"District of Columbia",2016,2016-11-08,2016-11-01,2016-11-07,2016-11-04,"SurveyMonkey",310,85,7,90.5,4.1,"R",0.534923175345051,59,0,118,"DC"
"Florida",2016,2016-11-08,2016-11-03,2016-11-06,2016-11-04,"Quinnipiac University",884,46,45,47.8,49,"D",-0.0383842430083152,60,0,119,"FL"
"Florida",2016,2016-11-08,2016-11-03,2016-11-06,2016-11-04,"Quinnipiac University",884,46,45,47.8,49,"R",-0.0851578083403068,60,0,120,"FL"
"Florida",2016,2016-11-08,2016-11-05,2016-11-06,2016-11-05,"Opinion Savvy/InsiderAdvantage",843,48.4,46.4,47.8,49,"D",0.0124741742251758,61,0,121,"FL"
"Florida",2016,2016-11-08,2016-11-05,2016-11-06,2016-11-05,"Opinion Savvy/InsiderAdvantage",843,48.4,46.4,47.8,49,"R",-0.0545208388784171,61,0,122,"FL"
"Florida",2016,2016-11-08,2016-11-01,2016-11-07,2016-11-04,"Google Consumer Surveys",1350,36.53,41.36,47.8,49,"D",-0.268891798690219,62,0,123,"FL"
"Florida",2016,2016-11-08,2016-11-01,2016-11-07,2016-11-04,"Google Consumer Surveys",1350,36.53,41.36,47.8,49,"R",-0.169506067910453,62,0,124,"FL"
"Florida",2016,2016-11-08,2016-11-01,2016-11-02,2016-11-01,"Gravis Marketing",1220,46,45,47.8,49,"D",-0.0383842430083152,63,-1,125,"FL"
"Florida",2016,2016-11-08,2016-11-01,2016-11-02,2016-11-01,"Gravis Marketing",1220,46,45,47.8,49,"R",-0.0851578083403068,63,-1,126,"FL"
"Florida",2016,2016-11-08,2016-10-25,2016-10-26,2016-10-25,"Public Policy Polling",742,48,44,47.8,49,"D",0.00417537141048059,64,-2,127,"FL"
"Florida",2016,2016-11-08,2016-10-25,2016-10-26,2016-10-25,"Public Policy Polling",742,48,44,47.8,49,"R",-0.107630664192365,64,-2,128,"FL"
"Florida",2016,2016-11-08,2016-11-02,2016-11-06,2016-11-04,"Rasmussen Reports/Pulse Opinion Research",525,47,45,47.8,49,"D",-0.0168780377873516,65,0,129,"FL"
"Florida",2016,2016-11-08,2016-11-02,2016-11-06,2016-11-04,"Rasmussen Reports/Pulse Opinion Research",525,47,45,47.8,49,"R",-0.0851578083403068,65,0,130,"FL"
"Florida",2016,2016-11-08,2016-10-31,2016-11-06,2016-11-03,"Ipsos",888,47.66,46.77,47.8,49,"D",-0.00293316782681422,66,0,131,"FL"
"Florida",2016,2016-11-08,2016-10-31,2016-11-06,2016-11-03,"Ipsos",888,47.66,46.77,47.8,49,"R",-0.0465783263728318,66,0,132,"FL"
"Florida",2016,2016-11-08,2016-10-16,2016-10-19,2016-10-17,"Cherry Communications",507,46,42,47.8,49,"D",-0.0383842430083152,67,-3,133,"FL"
"Florida",2016,2016-11-08,2016-10-16,2016-10-19,2016-10-17,"Cherry Communications",507,46,42,47.8,49,"R",-0.154150679827258,67,-3,134,"FL"
"Florida",2016,2016-11-08,2016-10-17,2016-10-18,2016-10-17,"The Times-Picayune/Lucid",892,45,39,47.8,49,"D",-0.0603631497270905,68,-3,135,"FL"
"Florida",2016,2016-11-08,2016-10-17,2016-10-18,2016-10-17,"The Times-Picayune/Lucid",892,45,39,47.8,49,"R",-0.22825865198098,68,-3,136,"FL"
"Florida",2016,2016-11-08,2016-11-01,2016-11-07,2016-11-04,"SurveyMonkey",4092,47,45,47.8,49,"D",-0.0168780377873516,69,0,137,"FL"
"Florida",2016,2016-11-08,2016-11-01,2016-11-07,2016-11-04,"SurveyMonkey",4092,47,45,47.8,49,"R",-0.0851578083403068,69,0,138,"FL"
"Florida",2016,2016-11-08,2016-10-19,2016-10-19,2016-10-19,"Associated Industries of Florida",1000,44,41,47.8,49,"D",-0.0828360055791491,70,-2,139,"FL"
"Florida",2016,2016-11-08,2016-10-19,2016-10-19,2016-10-19,"Associated Industries of Florida",1000,44,41,47.8,49,"R",-0.178248231406319,70,-2,140,"FL"
"Florida",2016,2016-11-08,2016-10-20,2016-10-24,2016-10-22,"SurveyUSA",1251,48,45,47.8,49,"D",0.00417537141048059,71,-2,141,"FL"
"Florida",2016,2016-11-08,2016-10-20,2016-10-24,2016-10-22,"SurveyUSA",1251,48,45,47.8,49,"R",-0.0851578083403068,71,-2,142,"FL"
"Florida",2016,2016-11-08,2016-10-20,2016-10-25,2016-10-22,"University of North Florida",819,43,39,47.8,49,"D",-0.105825523803848,72,-2,143,"FL"
"Florida",2016,2016-11-08,2016-10-20,2016-10-25,2016-10-22,"University of North Florida",819,43,39,47.8,49,"R",-0.22825865198098,72,-2,144,"FL"
"Florida",2016,2016-11-08,2016-11-01,2016-11-02,2016-11-01,"Remington Research Group",2352,45,48,47.8,49,"D",-0.0603631497270905,73,-1,145,"FL"
"Florida",2016,2016-11-08,2016-11-01,2016-11-02,2016-11-01,"Remington Research Group",2352,45,48,47.8,49,"R",-0.0206192872027357,73,-1,146,"FL"
"Florida",2016,2016-11-08,2016-10-21,2016-10-24,2016-10-22,"Selzer & Co.",805,43,45,47.8,49,"D",-0.105825523803848,74,-2,147,"FL"
"Florida",2016,2016-11-08,2016-10-21,2016-10-24,2016-10-22,"Selzer & Co.",805,43,45,47.8,49,"R",-0.0851578083403068,74,-2,148,"FL"
"Florida",2016,2016-11-08,2016-10-21,2016-10-23,2016-10-22,"Florida Atlantic University",500,46.2,43.3,47.8,49,"D",-0.034045841409717,75,-2,149,"FL"
"Florida",2016,2016-11-08,2016-10-21,2016-10-23,2016-10-22,"Florida Atlantic University",500,46.2,43.3,47.8,49,"R",-0.123667663102183,75,-2,150,"FL"
"Florida",2016,2016-11-08,2016-11-02,2016-11-04,2016-11-03,"YouGov",1188,45,45,47.8,49,"D",-0.0603631497270905,76,0,151,"FL"
"Florida",2016,2016-11-08,2016-11-02,2016-11-04,2016-11-03,"YouGov",1188,45,45,47.8,49,"R",-0.0851578083403068,76,0,152,"FL"
"Florida",2016,2016-11-08,2016-10-22,2016-10-26,2016-10-24,"Saint Leo University",1028,50.4,36.95,47.8,49,"D",0.0529655355799127,77,-2,153,"FL"
"Florida",2016,2016-11-08,2016-10-22,2016-10-26,2016-10-24,"Saint Leo University",1028,50.4,36.95,47.8,49,"R",-0.282254650716416,77,-2,154,"FL"
"Florida",2016,2016-11-08,2016-10-25,2016-10-27,2016-10-26,"Siena College",815,42,46,47.8,49,"D",-0.129356021214042,78,-1,155,"FL"
"Florida",2016,2016-11-08,2016-10-25,2016-10-27,2016-10-26,"Siena College",815,42,46,47.8,49,"R",-0.0631789016215316,78,-1,156,"FL"
"Florida",2016,2016-11-08,2016-10-25,2016-10-26,2016-10-25,"Marist College",779,45,44,47.8,49,"D",-0.0603631497270905,79,-2,157,"FL"
"Florida",2016,2016-11-08,2016-10-25,2016-10-26,2016-10-25,"Marist College",779,45,44,47.8,49,"R",-0.107630664192365,79,-2,158,"FL"
"Florida",2016,2016-11-08,2016-10-25,2016-10-30,2016-10-27,"TargetSmart/William & Mary",718,48,40,47.8,49,"D",0.00417537141048059,80,-1,159,"FL"
"Florida",2016,2016-11-08,2016-10-25,2016-10-30,2016-10-27,"TargetSmart/William & Mary",718,48,40,47.8,49,"R",-0.20294084399669,80,-1,160,"FL"
"Florida",2016,2016-11-08,2016-10-25,2016-10-26,2016-10-25,"Dixie Strategies",698,42.4,45.7,47.8,49,"D",-0.119877277259498,81,-2,161,"FL"
